,att_id,att_name,att_cat,att_price,score
86,108,Gieo CafeGieo Cafe,"Đồ uống, thư giãn",0,5.0
48,60,Pizza 4P's Phan Ké Bính,"Ẩm thực, nghỉ ngơi",0,4.998876542437742
46,58,Bún Bò Huế An Cựu,"Ẩm thực, nghỉ ngơi",0,4.485479600558719
78,99,Laika Cafe Đường Láng,"Đồ uống, thư giãn",0,4.4786693629648155
50,63,Twitter Beans Coffee Hoàng Đạo Thúy,"Đồ uống, thư giãn",0,4.458093874724057
107,131,Bánh Cuốn Bà Hoành,"Ẩm thực, nghỉ ngơi",0,3.9665059079969325
51,66,Cafe Nhạc Trịnh,"Đồ uống, thư giãn",0,3.932147796054231
12,15,All Day Coffee 55 Hàng Bún,"Đồ uống, thư giãn",0,3.929362316222033
82,104,Xưởng Cafe Hoàng Cầu,"Đồ uống, thư giãn",0,3.7929606697196903
146,172,Nhà hát Lớn Hà Nội,"Văn hóa, lịch sử, nghệ thuật",0,3.7305103277021487
108,132,Vua Chả Cá Mai Hắc Đế,"Ẩm thực, nghỉ ngơi",0,3.6338698132744014
30,37,Miến Lươn Huyền Trang,"Ẩm thực, nghỉ ngơi",0,3.5254156213878503
3,5,Đường Phan Đình Phùng,"Đi dạo, ngắm cảnh",0,3.410550772174389
158,185,Du lịch sinh thái Bản Rõm,"Du lịch sinh thái, cắm trại",0,3.2824186998932134
42,53,Miến lươn Sành Phố Cổ,"Ẩm thực, nghỉ ngơi",0,3.209851448796975
154,181,Khu Phố Cổ Hà Nội,"Trải nghiệm đa dạng, văn hóa, ẩm thực,...",0,3.174196148741146
115,139,Cháo Sườn Sụn Huyền Anh Đồng Xuân,"Ẩm thực, nghỉ ngơi",0,3.096822352404317
76,97,Highlands coffee Yên Lãng,"Đồ uống, thư giãn",0,3.0214232933289793
157,184,Đền Gióng Sóc Sơn,"Văn hóa tôn giáo, tâm linh",0,3.0070499857540938
132,157,Chùa Quán Sứ,"Văn hóa tôn giáo, tâm linh",0,2.952863426939352
21,26,Cộng Cà Phê đường Điện Biên Phủ,"Đồ uống, thư giãn",0,2.9344248244742346
72,93,Nhà Hàng Vịt Vân Đình Minh Phương,"Ẩm thực, nghỉ ngơi",0,2.9137972170682147
138,163,Phê La Lý Thường Kiệt,"Đồ uống, thư giãn",0,2.9126042672856087
92,114,Cháo Hồng Lương Sử,"Ẩm thực, nghỉ ngơi",0,2.832207559363731
163,190,Trung tâm Nghệ thuật đương đại Vincom,"Triển lãm, nghệ thuật",0,2.766467918916476
81,103,Cộng Cà Phê Thái Hà,"Đồ uống, thư giãn",0,2.7483709865347237
62,79,Cốm Làng Vòng Bà Hoản,"Ẩm thực, nghỉ ngơi",0,2.700548756899998
83,105,Tiny Cafe Dreamers,"Đồ uống, thư giãn",0,2.6706265650227152
47,59,Bảo tàng Chiến thắng B-52,"Văn hóa, lịch sử, nghệ thuật",0,2.6704759985452995
61,78,Trâu Kinh Bắc Thành Thái,"Ẩm thực, nghỉ ngơi",0,2.623736689344291
36,43,Thạch Dừa Đồng Tháp,"Đồ uống, thư giãn",0,2.606160948615134
43,54,Cộng Cà Phê Vạn Phúc,"Đồ uống, thư giãn",0,2.575022642881798
65,82,Bảo tàng Dân tộc học Việt Nam,"Văn hóa, lịch sử, nghệ thuật",0,2.546281818750394
112,136,Vincom Mega Mall Times City,Trung tâm thương mại,0,2.524084845368229
99,123,Industry Cafe,"Đồ uống, thư giãn",0,2.482516915564638
85,107,Công viên Văn hóa Đống Đa,"Công viên, văn hóa, lịch sử",0,2.463597658575459
150,177,Hồ Gươm (Phố đi bộ hồ Gươm),"Đi dạo, ngắm cảnh",0,2.4311563737106283
117,141,Dream Beans Coffee Roastery,"Đồ uống, thư giãn",0,2.4197886046657047
126,151,Kem Trứng Bà Khanh,"Ẩm thực, nghỉ ngơi",0,2.3981359870095886
133,158,Bảo tàng Công An Hà Nội,"Văn hóa, lịch sử, nghệ thuật",0,2.3461210600806552
64,81,Chùa Hà,"Văn hóa tôn giáo, tâm linh",0,2.3413260968767844
41,52,Lẩu Ếch Hà My,"Ẩm thực, nghỉ ngơi",0,2.327462398917774
129,154,Bami Bread Bánh Mì Hội An,"Ẩm thực, nghỉ ngơi",0,2.319308645063849
75,96,La Mensa,"Đồ uống, thư giãn",0,2.2689904865150368
121,145,Xôi Yến,"Ẩm thực, nghỉ ngơi",0,2.24526468428526
22,27,An Nhien Cafe Khuc Hao,"Đồ uống, thư giãn",0,2.2422533547369383
54,69,Highlands Coffee Vũ Phạm Hàm,"Đồ uống, thư giãn",0,2.2311577635550393
125,150,Highlands Coffee Lê Duẩn,"Đồ uống, thư giãn",0,2.213188233577249
23,28,Quảng trường Ba Đình,"Văn hóa, lịch sử, nghệ thuật",0,2.174452111752757
148,174,Phở 10 Lý Quốc Sư,"Ẩm thực, nghỉ ngơi",0,2.156221985948676
8,11,TỔ CHIM XANH - BLUEBIRDS' NEST,"Đồ uống, thư giãn",0,2.1300060458231727
145,170,Green Palm Gallery,"Triển lãm, nghệ thuật",0,2.120294508029829
5,8,Nhà Thờ Cửa Bắc,"Văn hóa tôn giáo, tâm linh",0,2.111625353541669
141,166,The Coffee House,"Đồ uống, thư giãn",0,2.105730096848994
49,62,Soya Garden,"Đồ uống, thư giãn",0,2.1040449105056
84,106,Skyline Coffee,"Đồ uống, thư giãn",0,2.072790784405022
56,71,Highlands Coffee Trung Kính,"Đồ uống, thư giãn",0,2.04521974598277
11,14,Bánh cuốn Bà Xuân,"Ẩm thực, nghỉ ngơi",0,2.026549502783162
122,146,Maison Sen Buffet,"Ẩm thực, nghỉ ngơi",0,2.003628652105732
60,75,KF POOL ARENA,"Vui chơi, giải trí",0,2.0010284848611164
1,2,Hanoi Studio Gallery,"Văn hóa, lịch sử, nghệ thuật",0,1.9990074194527239
74,95,Nhà Hàng Chả Cá Lão Ngư,"Ẩm thực, nghỉ ngơi",0,1.998283542157452
143,168,Kem Tràng Tiền Hồ Gươm,"Ẩm thực, nghỉ ngơi",0,1.9918091836285612
151,178,Tượng Đài Vua Lý Thái Tổ,"Đi dạo, ngắm cảnh",0,1.987865500123931
98,122,The Sipping Bar - Waterfront,"Đồ uống, thư giãn",0,1.9793063749846525
106,130,Vincom Center Bà Triệu,Trung tâm thương mại,0,1.9787099000933495
18,23,Hoàng Thành Thăng Long,"Văn hóa, lịch sử, nghệ thuật",0,1.9657380189621136
13,16,Vườn Bách Thảo Hà Nội,"Công viên, đi dạo, ngắm cảnh, cắm trại",0,1.9309861177707788
45,56,Bánh Xèo Nem Lụi Ngọc Dương Đội Cấn,"Ẩm thực, nghỉ ngơi",0,1.92443647600318
120,144,Phở Biên,"Ẩm thực, nghỉ ngơi",0,1.9051929219857158
19,24,Điện Kính Thiên,"Văn hóa, lịch sử, nghệ thuật",0,1.8981568346756887
94,118,Bánh Mỳ Ô Long,"Ẩm thực, nghỉ ngơi",0,1.8729716958186557
96,120,Vincom Center Phạm Ngọc Thạch,Trung tâm thương mại,0,1.8281260496220781
91,113,Bánh Xèo Tôn Đức Thắng,"Ẩm thực, nghỉ ngơi",0,1.8268578166007643
