,att_id,att_name,att_cat,att_price,score
117,119,Vincom Center Phạm Ngọc Thạch,Trung tâm thương mại,0,5.0
8,9,Vườn Hoa Hàng Đậu,"Đi dạo, ngắm cảnh",0,4.393145713503145
10,11,TỔ CHIM XANH - BLUEBIRDS' NEST,"Đồ uống, thư giãn",0,4.329671755395054
59,60,Pizza 4P's Phan Ké Bính,"Ẩm thực, nghỉ ngơi",0,4.216553864117969
120,122,The Sipping Bar - Waterfront,"Đồ uống, thư giãn",0,4.190902997015954
70,71,Highlands Coffee Trung Kính,"Đồ uống, thư giãn",0,4.165621531231523
25,26,Cộng Cà Phê đường Điện Biên Phủ,"Đồ uống, thư giãn",0,4.139547204082518
102,104,Xưởng Cafe Hoàng Cầu,"Đồ uống, thư giãn",0,3.8261507301532305
95,97,Highlands coffee Yên Lãng,"Đồ uống, thư giãn",0,3.6985360896077424
78,79,Cốm Làng Vòng Bà Hoản,"Ẩm thực, nghỉ ngơi",0,3.6853908085744393
65,66,Cafe Nhạc Trịnh,"Đồ uống, thư giãn",0,3.6760656777523053
53,54,Cộng Cà Phê Vạn Phúc,"Đồ uống, thư giãn",0,3.6633348469777474
112,114,Cháo Hồng Lương Sử,"Ẩm thực, nghỉ ngơi",0,3.6213672533840793
17,18,Cafe Goethe,"Đồ uống, thư giãn",0,3.3563353226945765
62,63,Twitter Beans Coffee Hoàng Đạo Thúy,"Đồ uống, thư giãn",0,3.3238730556876988
28,29,Lăng Chủ tịch Hồ Chí Minh,"Văn hóa, lịch sử, nghệ thuật",0,3.3187915351237507
185,191,Vinhomes Royal City,Trung tâm thương mại,0,3.305817440066889
155,158,Bảo tàng Công An Hà Nội,"Văn hóa, lịch sử, nghệ thuật",0,3.272436174660143
0,1,Hồ Trúc Bạch,"Đi dạo, ngắm cảnh",0,3.2470826305698495
131,134,Highlands Coffee Trần Đại Nghĩa,"Đồ uống, thư giãn",0,3.2289459268549336
100,102,The Coffee House,"Đồ uống, thư giãn",0,3.213007611469095
136,139,Cháo Sườn Sụn Huyền Anh Đồng Xuân,"Ẩm thực, nghỉ ngơi",0,3.2041509896351386
63,64,Vincom Center Trần Duy Hưng,Trung tâm thương mại,0,3.1397490233389505
104,106,Skyline Coffee,"Đồ uống, thư giãn",0,3.1322799088930253
43,44,Highlands Coffee Kim Mã,"Đồ uống, thư giãn",0,3.1126836194842014
92,94,Bún Đậu Chùa Láng,"Ẩm thực, nghỉ ngơi",0,3.0387673168129794
22,23,Hoàng Thành Thăng Long,"Văn hóa, lịch sử, nghệ thuật",0,2.9627156943303135
166,169,Cyril Kongo Hanoi Gallery,"Triển lãm, nghệ thuật",0,2.954156395508079
152,155,Nhà hàng Chay Vị Lai,Ẩm thực chay,0,2.9470116334385636
4,5,Đường Phan Đình Phùng,"Đi dạo, ngắm cảnh",0,2.9116482146203566
150,153,Tam An Lac,Ẩm thực chay,0,2.8777624010725162
29,30,Chùa Một Cột,"Văn hóa tôn giáo, tâm linh",0,2.8426152171719394
69,70,Cộng Cà Phê Trung Hòa,"Đồ uống, thư giãn",0,2.799269125978455
165,168,Kem Tràng Tiền Hồ Gươm,"Ẩm thực, nghỉ ngơi",0,2.7620226614193655
143,146,Maison Sen Buffet,"Ẩm thực, nghỉ ngơi",0,2.7536165289970995
5,6,Đền Quán Thánh,"Văn hóa, lịch sử, nghệ thuật",0,2.7101983594977526
180,186,Việt Phủ Thành Chương,"Kiến trúc, nghệ thuật",0,2.6752944398794796
109,111,Vua Chả Cá Giảng Võ,"Ẩm thực, nghỉ ngơi",0,2.637264123744032
98,100,Chè Thanh Vĩnh Hồ,"Ẩm thực, nghỉ ngơi",0,2.6364982917441466
163,166,The Coffee House,"Đồ uống, thư giãn",0,2.6355252346148887
51,52,Lẩu Ếch Hà My,"Ẩm thực, nghỉ ngơi",0,2.616739826147125
14,15,All Day Coffee 55 Hàng Bún,"Đồ uống, thư giãn",0,2.557049979097286
130,133,Starbucks Ba Trieu,"Đồ uống, thư giãn",0,2.551508959333418
179,184,Đền Gióng Sóc Sơn,"Văn hóa tôn giáo, tâm linh",0,2.5231821851259184
140,143,Phở đường tàu ( Various Beef Noodles),"Ẩm thực, nghỉ ngơi",0,2.522164079055486
30,31,Bảo tàng Hồ Chí Minh,"Văn hóa, lịch sử, nghệ thuật",0,2.469420778734019
110,112,The Coffee House Hào Nam,"Đồ uống, thư giãn",0,2.4606001960529937
75,76,Starbucks Duy Tân,"Đồ uống, thư giãn",0,2.456825094782971
129,131,Bánh Cuốn Bà Hoành,"Ẩm thực, nghỉ ngơi",0,2.442463492338078
160,163,Phê La Lý Thường Kiệt,"Đồ uống, thư giãn",0,2.4407426227853932
46,47,Highlands Coffee VTV,"Đồ uống, thư giãn",0,2.4389947238680065
145,148,Cung Văn hóa Lao động Hữu nghị Việt - Xô,"Văn hóa, lịch sử, nghệ thuật",0,2.411109429283968
