,att_id,att_name,att_cat,att_price,score
112,119,Vincom Center Phạm Ngọc Thạch,Trung tâm thương mại,636954,5.0
8,9,Vườn Hoa Hàng Đậu,"Đi dạo, ngắm cảnh",295232,4.434647495116238
10,11,TỔ CHIM XANH - BLUEBIRDS' NEST,"Đồ uống, thư giãn",610738,4.332428049333572
115,122,The Sipping Bar - Waterfront,"Đồ uống, thư giãn",340036,4.186523797675207
56,60,Pizza 4P's Phan Ké Bính,"Ẩm thực, nghỉ ngơi",778422,4.1579623521854785
23,26,Cộng Cà Phê đường Điện Biên Phủ,"Đồ uống, thư giãn",583768,4.11754221570466
67,71,Highlands Coffee Trung Kính,"Đồ uống, thư giãn",290240,4.108480552276191
97,104,Xưởng Cafe Hoàng Cầu,"Đồ uống, thư giãn",456860,3.8296513156617777
50,54,Cộng Cà Phê Vạn Phúc,"Đồ uống, thư giãn",544284,3.6927734337086946
62,66,Cafe Nhạc Trịnh,"Đồ uống, thư giãn",69700,3.6821588464599557
90,97,Highlands coffee Yên Lãng,"Đồ uống, thư giãn",321576,3.660056152313601
74,79,Cốm Làng Vòng Bà Hoản,"Ẩm thực, nghỉ ngơi",689225,3.65970321508172
107,114,Cháo Hồng Lương Sử,"Ẩm thực, nghỉ ngơi",626667,3.5984862522124814
16,18,Cafe Goethe,"Đồ uống, thư giãn",293689,3.367268248178405
124,132,Vua Chả Cá Mai Hắc Đế,"Ẩm thực, nghỉ ngơi",859225,3.3173893938832464
182,191,Vinhomes Royal City,Trung tâm thương mại,245168,3.300086646090435
149,158,Bảo tàng Công An Hà Nội,"Văn hóa, lịch sử, nghệ thuật",240894,3.284266234671506
26,29,Lăng Chủ tịch Hồ Chí Minh,"Văn hóa, lịch sử, nghệ thuật",692180,3.2764751452778
59,63,Twitter Beans Coffee Hoàng Đạo Thúy,"Đồ uống, thư giãn",844696,3.253569518928913
126,134,Highlands Coffee Trần Đại Nghĩa,"Đồ uống, thư giãn",616485,3.243360809496835
0,1,Hồ Trúc Bạch,"Đi dạo, ngắm cảnh",31776,3.2071759197985443
95,102,The Coffee House,"Đồ uống, thư giãn",637085,3.197090738397634
99,106,Skyline Coffee,"Đồ uống, thư giãn",427620,3.1682292962608187
131,139,Cháo Sườn Sụn Huyền Anh Đồng Xuân,"Ẩm thực, nghỉ ngơi",424380,3.142650170380449
60,64,Vincom Center Trần Duy Hưng,Trung tâm thương mại,342989,3.1182533842268896
83,88,Highlands Coffee Pullman HN,"Đồ uống, thư giãn",800184,3.089797819906721
40,44,Highlands Coffee Kim Mã,"Đồ uống, thư giãn",77394,3.0618363677111944
88,94,Bún Đậu Chùa Láng,"Ẩm thực, nghỉ ngơi",601399,3.0470130039723102
146,155,Nhà hàng Chay Vị Lai,Ẩm thực chay,631357,2.9564493102724185
160,169,Cyril Kongo Hanoi Gallery,"Triển lãm, nghệ thuật",758680,2.951146428363458
21,23,Hoàng Thành Thăng Long,"Văn hóa, lịch sử, nghệ thuật",39092,2.9419524134730324
4,5,Đường Phan Đình Phùng,"Đi dạo, ngắm cảnh",217221,2.889488293954372
27,30,Chùa Một Cột,"Văn hóa tôn giáo, tâm linh",116520,2.854071042735413
66,70,Cộng Cà Phê Trung Hòa,"Đồ uống, thư giãn",825878,2.8163155823552586
138,146,Maison Sen Buffet,"Ẩm thực, nghỉ ngơi",788907,2.7658543816275056
177,186,Việt Phủ Thành Chương,"Kiến trúc, nghệ thuật",223263,2.7501486748089405
159,168,Kem Tràng Tiền Hồ Gươm,"Ẩm thực, nghỉ ngơi",368928,2.7098432429284713
5,6,Đền Quán Thánh,"Văn hóa, lịch sử, nghệ thuật",339314,2.6933787210613644
157,166,The Coffee House,"Đồ uống, thư giãn",20347,2.668011357520129
104,111,Vua Chả Cá Giảng Võ,"Ẩm thực, nghỉ ngơi",566429,2.652058594639243
93,100,Chè Thanh Vĩnh Hồ,"Ẩm thực, nghỉ ngơi",130857,2.6391852091064862
135,143,Phở đường tàu ( Various Beef Noodles),"Ẩm thực, nghỉ ngơi",549520,2.5540214550543254
125,133,Starbucks Ba Trieu,"Đồ uống, thư giãn",449917,2.552583235834433
48,52,Lẩu Ếch Hà My,"Ẩm thực, nghỉ ngơi",851755,2.523712970266814
175,184,Đền Gióng Sóc Sơn,"Văn hóa tôn giáo, tâm linh",19621,2.519548310930645
13,15,All Day Coffee 55 Hàng Bún,"Đồ uống, thư giãn",642997,2.5127630926477877
123,131,Bánh Cuốn Bà Hoành,"Ẩm thực, nghỉ ngơi",133737,2.5040896601743867
71,76,Starbucks Duy Tân,"Đồ uống, thư giãn",993312,2.4991485389280967
154,163,Phê La Lý Thường Kiệt,"Đồ uống, thư giãn",536182,2.477389958582819
28,31,Bảo tàng Hồ Chí Minh,"Văn hóa, lịch sử, nghệ thuật",433781,2.4765958498110905
105,112,The Coffee House Hào Nam,"Đồ uống, thư giãn",764715,2.459337219172255
140,148,Cung Văn hóa Lao động Hữu nghị Việt - Xô,"Văn hóa, lịch sử, nghệ thuật",93014,2.4402874320816466
106,113,Bánh Xèo Tôn Đức Thắng,"Ẩm thực, nghỉ ngơi",9676,2.433290451459669
43,47,Highlands Coffee VTV,"Đồ uống, thư giãn",400304,2.4235229135674388
133,141,Dream Beans Coffee Roastery,"Đồ uống, thư giãn",435582,2.390946807065106
136,144,Phở Biên,"Ẩm thực, nghỉ ngơi",85823,2.3702029212614804
34,37,Miến Lươn Huyền Trang,"Ẩm thực, nghỉ ngơi",463803,2.3565530738185885
54,58,Bún Bò Huế An Cựu,"Ẩm thực, nghỉ ngơi",127826,2.303683076483267
179,188,Bún Bò Huế Ngự Uyển,"Ẩm thực, nghỉ ngơi",36131,2.2880479571110754
116,123,Industry Cafe,"Đồ uống, thư giãn",728001,2.2824891957089903
47,51,GoGi House,"Ẩm thực, nghỉ ngơi",843611,2.2824803722782008
158,167,Tràng Tiền Plaza,Trung tâm thương mại,42068,2.271839314737079
78,83,The Coffee House Nguyễn Khánh Toàn,"Đồ uống, thư giãn",18618,2.2627423575854237
73,78,Trâu Kinh Bắc Thành Thái,"Ẩm thực, nghỉ ngơi",789514,2.258710049711212
100,107,Công viên Văn hóa Đống Đa,"Công viên, văn hóa, lịch sử",432697,2.238460276032214
45,49,Vincom Metropolis Liễu Giai,Trung tâm thương mại,32546,2.2356456016079846
24,27,An Nhien Cafe Khuc Hao,"Đồ uống, thư giãn",41917,2.2246604302657857
120,128,Vườn Hoa Pasteur,"Công viên, đi dạo, ngắm cảnh",989333,2.2044459503099745
37,41,Haan Vegan - Buffet Chay,"Ẩm thực, nghỉ ngơi",662727,2.1820520829473082
80,85,TreeLand Coffee,"Đồ uống, thư giãn",924501,2.1599670356625467
108,115,Buffet Chay Hương Thiền,Ẩm thực chay,612297,2.1586788147661906
101,108,Gieo CafeGieo Cafe,"Đồ uống, thư giãn",27184,2.1581141151951897
94,101,Quán Bánh mì 35,"Ẩm thực, nghỉ ngơi",365785,2.134370262920598
17,19,Bảo tàng Mỹ thuật Việt Nam,"Văn hóa, lịch sử, nghệ thuật",261830,2.115435180430339
110,117,Chùa Bộc,"Văn hóa tôn giáo, tâm linh",419241,2.10933818974965
134,142,Phố đường tàu Hà Nội,"Chụp ảnh, trải nghiệm, thư giãn",327394,2.0946383540419333
44,48,Bún Chả Ngọc Khánh,"Ẩm thực, nghỉ ngơi",712234,2.0846414069489896
169,178,Tượng Đài Vua Lý Thái Tổ,"Đi dạo, ngắm cảnh",961433,2.066473962938062
84,89,Nguyen Art Gallery - Vietnam Artworks & Paintings,"Triển lãm, nghệ thuật",128975,2.046894769999639
98,105,Tiny Cafe Dreamers,"Đồ uống, thư giãn",636333,2.0415477709366883
12,14,Bánh cuốn Bà Xuân,"Ẩm thực, nghỉ ngơi",264552,2.0368184120295183
18,20,Vườn hoa Lênin,"Đi dạo, ngắm cảnh",661955,2.0311449460270836
85,90,PHỞ GÀ VĂN MIẾU 17,"Ẩm thực, nghỉ ngơi",484027,1.9949424094671997
145,154,Bami Bread Bánh Mì Hội An,"Ẩm thực, nghỉ ngơi",840778,1.9753455696671693
176,185,Du lịch sinh thái Bản Rõm,"Du lịch sinh thái, cắm trại",597285,1.9750191027276855
148,157,Chùa Quán Sứ,"Văn hóa tôn giáo, tâm linh",307802,1.974224993955957
