,att_id,att_name,att_cat,att_price,score
108,119,Vincom Center Phạm Ngọc Thạch,Trung tâm thương mại,0,5.0
6,9,Vườn Hoa Hàng Đậu,"Đi dạo, ngắm cảnh",0,4.340307915593556
8,11,TỔ CHIM XANH - BLUEBIRDS' NEST,"Đồ uống, thư giãn",0,4.321845786081184
54,60,Pizza 4P's Phan Ké Bính,"Ẩm thực, nghỉ ngơi",0,4.201601829849594
65,71,Highlands Coffee Trung Kính,"Đồ uống, thư giãn",0,4.175304856358224
22,26,Cộng Cà Phê đường Điện Biên Phủ,"Đồ uống, thư giãn",0,4.1312394171800975
94,104,Xưởng Cafe Hoàng Cầu,"Đồ uống, thư giãn",0,3.829531225543903
87,97,Highlands coffee Yên Lãng,"Đồ uống, thư giãn",0,3.6864230424451137
60,66,Cafe Nhạc Trịnh,"Đồ uống, thư giãn",0,3.6850890735497046
50,54,Cộng Cà Phê Vạn Phúc,"Đồ uống, thư giãn",0,3.674924230566745
104,114,Cháo Hồng Lương Sử,"Ẩm thực, nghỉ ngơi",0,3.6585430925311897
25,29,Lăng Chủ tịch Hồ Chí Minh,"Văn hóa, lịch sử, nghệ thuật",0,3.3332414376983195
171,191,Vinhomes Royal City,Trung tâm thương mại,0,3.3139344612188495
57,63,Twitter Beans Coffee Hoàng Đạo Thúy,"Đồ uống, thư giãn",0,3.2771169197057475
118,132,Vua Chả Cá Mai Hắc Đế,"Ẩm thực, nghỉ ngơi",0,3.276850125926657
14,18,Cafe Goethe,"Đồ uống, thư giãn",0,3.276414362754167
120,134,Highlands Coffee Trần Đại Nghĩa,"Đồ uống, thư giãn",0,3.213388779009378
92,102,The Coffee House,"Đồ uống, thư giãn",0,3.175335092986529
58,64,Vincom Center Trần Duy Hưng,Trung tâm thương mại,0,3.1615774271119363
125,139,Cháo Sườn Sụn Huyền Anh Đồng Xuân,"Ẩm thực, nghỉ ngơi",0,3.1354494230139807
40,44,Highlands Coffee Kim Mã,"Đồ uống, thư giãn",0,3.10751611434425
96,106,Skyline Coffee,"Đồ uống, thư giãn",0,3.0943009291538033
84,94,Bún Đậu Chùa Láng,"Ẩm thực, nghỉ ngơi",0,3.0939807766189062
152,169,Cyril Kongo Hanoi Gallery,"Triển lãm, nghệ thuật",0,2.9583339262083967
141,155,Nhà hàng Chay Vị Lai,Ẩm thực chay,0,2.944273894050852
19,23,Hoàng Thành Thăng Long,"Văn hóa, lịch sử, nghệ thuật",0,2.933370921612422
3,5,Đường Phan Đình Phùng,"Đi dạo, ngắm cảnh",0,2.906353604917541
139,153,Tam An Lac,Ẩm thực chay,0,2.8756989997011857
26,30,Chùa Một Cột,"Văn hóa tôn giáo, tâm linh",0,2.836578138562018
64,70,Cộng Cà Phê Trung Hòa,"Đồ uống, thư giãn",0,2.826164288051899
151,168,Kem Tràng Tiền Hồ Gươm,"Ẩm thực, nghỉ ngơi",0,2.815012308086338
132,146,Maison Sen Buffet,"Ẩm thực, nghỉ ngơi",0,2.752982754450116
166,186,Việt Phủ Thành Chương,"Kiến trúc, nghệ thuật",0,2.745992757438202
4,6,Đền Quán Thánh,"Văn hóa, lịch sử, nghệ thuật",0,2.7164764723459314
150,166,The Coffee House,"Đồ uống, thư giãn",0,2.636296048606269
90,100,Chè Thanh Vĩnh Hồ,"Ẩm thực, nghỉ ngơi",0,2.6095455256904643
48,52,Lẩu Ếch Hà My,"Ẩm thực, nghỉ ngơi",0,2.5785529816872668
101,111,Vua Chả Cá Giảng Võ,"Ẩm thực, nghỉ ngơi",0,2.5694642069465914
119,133,Starbucks Ba Trieu,"Đồ uống, thư giãn",0,2.530476742696962
147,163,Phê La Lý Thường Kiệt,"Đồ uống, thư giãn",0,2.53017437641401
27,31,Bảo tàng Hồ Chí Minh,"Văn hóa, lịch sử, nghệ thuật",0,2.514629192219573
129,143,Phở đường tàu ( Various Beef Noodles),"Ẩm thực, nghỉ ngơi",0,2.513748772748613
70,76,Starbucks Duy Tân,"Đồ uống, thư giãn",0,2.5076391952076733
165,184,Đền Gióng Sóc Sơn,"Văn hóa tôn giáo, tâm linh",0,2.503530571009833
102,112,The Coffee House Hào Nam,"Đồ uống, thư giãn",0,2.4835210375787966
11,15,All Day Coffee 55 Hàng Bún,"Đồ uống, thư giãn",0,2.475090354159846
43,47,Highlands Coffee VTV,"Đồ uống, thư giãn",0,2.4678068839909457
117,131,Bánh Cuốn Bà Hoành,"Ẩm thực, nghỉ ngơi",0,2.458655857368484
134,148,Cung Văn hóa Lao động Hữu nghị Việt - Xô,"Văn hóa, lịch sử, nghệ thuật",0,2.456477041505991
103,113,Bánh Xèo Tôn Đức Thắng,"Ẩm thực, nghỉ ngơi",0,2.4111487784402073
33,37,Miến Lươn Huyền Trang,"Ẩm thực, nghỉ ngơi",0,2.4092189701048596
130,144,Phở Biên,"Ẩm thực, nghỉ ngơi",0,2.340519571991635
127,141,Dream Beans Coffee Roastery,"Đồ uống, thư giãn",0,2.3393812518675503
168,188,Bún Bò Huế Ngự Uyển,"Ẩm thực, nghỉ ngơi",0,2.2887348994721037
47,51,GoGi House,"Ẩm thực, nghỉ ngơi",0,2.2840482220862555
111,123,Industry Cafe,"Đồ uống, thư giãn",0,2.2605792626531382
75,83,The Coffee House Nguyễn Khánh Toàn,"Đồ uống, thư giãn",0,2.2536248381451003
97,107,Công viên Văn hóa Đống Đa,"Công viên, văn hóa, lịch sử",0,2.2477464818793607
23,27,An Nhien Cafe Khuc Hao,"Đồ uống, thư giãn",0,2.2344334723032517
98,108,Gieo CafeGieo Cafe,"Đồ uống, thư giãn",0,2.208421078842889
37,41,Haan Vegan - Buffet Chay,"Ẩm thực, nghỉ ngơi",0,2.201164288051899
45,49,Vincom Metropolis Liễu Giai,Trung tâm thương mại,0,2.1855835313536005
77,85,TreeLand Coffee,"Đồ uống, thư giãn",0,2.181661662801119
115,128,Vườn Hoa Pasteur,"Công viên, đi dạo, ngắm cảnh",0,2.16925575207388
79,89,Nguyen Art Gallery - Vietnam Artworks & Paintings,"Triển lãm, nghệ thuật",0,2.158441710895147
105,115,Buffet Chay Hương Thiền,Ẩm thực chay,0,2.137480612985385
91,101,Quán Bánh mì 35,"Ẩm thực, nghỉ ngơi",0,2.1179157358528187
44,48,Bún Chả Ngọc Khánh,"Ẩm thực, nghỉ ngơi",0,2.103348795515018
128,142,Phố đường tàu Hà Nội,"Chụp ảnh, trải nghiệm, thư giãn",0,2.0881504432334026
160,178,Tượng Đài Vua Lý Thái Tổ,"Đi dạo, ngắm cảnh",0,2.0801199504830663
107,117,Chùa Bộc,"Văn hóa tôn giáo, tâm linh",0,2.0668869790406745
15,19,Bảo tàng Mỹ thuật Việt Nam,"Văn hóa, lịch sử, nghệ thuật",0,2.0626538510792614
95,105,Tiny Cafe Dreamers,"Đồ uống, thư giãn",0,2.0608129740036105
16,20,Vườn hoa Lênin,"Đi dạo, ngắm cảnh",0,2.038749128473654
131,145,Xôi Yến,"Ẩm thực, nghỉ ngơi",0,1.9974850239758695
116,129,Highlands Coffee Lò Đúc,"Đồ uống, thư giãn",0,1.9973783064642276
10,14,Bánh cuốn Bà Xuân,"Ẩm thực, nghỉ ngơi",0,1.98161079412057
89,99,Laika Cafe Đường Láng,"Đồ uống, thư giãn",0,1.979654306407312
24,28,Quảng trường Ba Đình,"Văn hóa, lịch sử, nghệ thuật",0,1.972264118726784
140,154,Bami Bread Bánh Mì Hội An,"Ẩm thực, nghỉ ngơi",0,1.9573325602242448
143,157,Chùa Quán Sứ,"Văn hóa tôn giáo, tâm linh",0,1.9502980975824897
93,103,Cộng Cà Phê Thái Hà,"Đồ uống, thư giãn",0,1.9369673017544358
80,90,PHỞ GÀ VĂN MIẾU 17,"Ẩm thực, nghỉ ngơi",0,1.9339169595469485
113,125,MONO Coffee Lab,"Đồ uống, thư giãn",0,1.9315336017871658
159,177,Hồ Gươm (Phố đi bộ hồ Gươm),"Đi dạo, ngắm cảnh",0,1.9123155565673926
86,96,La Mensa,"Đồ uống, thư giãn",0,1.8914078174134517
51,55,Quán Lươn Nghệ An Bà Liêm,"Ẩm thực, nghỉ ngơi",0,1.8624695855091886
126,140,KAFA Café,"Đồ uống, thư giãn",0,1.853114016989423
109,120,Vincom Center Phạm Ngọc Thạch,Trung tâm thương mại,0,1.8472801263535246
29,33,Chè Thái Đội Cấn,"Ẩm thực, nghỉ ngơi",0,1.8361903982697498
163,181,Khu Phố Cổ Hà Nội,"Trải nghiệm đa dạng, văn hóa, ẩm thực,...",0,1.8117965537358174
137,151,Kem Trứng Bà Khanh,"Ẩm thực, nghỉ ngơi",0,1.7884076324364315
124,138,Phê La Hàng Cót,"Đồ uống, thư giãn",0,1.7764819505115241
76,84,Công viên Nghĩa Đô,"Công viên, đi dạo, ngắm cảnh",0,1.7638714978869956
167,187,Nhà văn hóa quận Thanh Xuân,"Tổ hợp thể thao, đi dạo ngắm cảnh",0,1.7544625706114232
49,53,Miến lươn Sành Phố Cổ,"Ẩm thực, nghỉ ngơi",0,1.7514655871597427
73,81,Chùa Hà,"Văn hóa tôn giáo, tâm linh",0,1.743159407504379
161,179,Đền Ngọc Sơn,"Văn hóa tôn giáo, tâm linh",0,1.7042253020105562
172,192,Vinhomes Royal City,Trung tâm thương mại,0,1.7027668293515887
78,87,Văn Miếu – Quốc Tử Giám,"Văn hóa, lịch sử, nghệ thuật",40000,1.6944517565702455
36,40,Công viên Thủ Lệ,"Công viên, giải trí, đi dạo, ngắm cảnh",0,1.6713207359239561
62,68,The Coffee House Vũ Phạm Hàm,"Đồ uống, thư giãn",0,1.6582389476230475
