,att_id,att_name,att_cat,att_price,score
113,119,Vincom Center Phạm Ngọc Thạch,Trung tâm thương mại,0,5.0
8,9,Vườn Hoa Hàng Đậu,"Đi dạo, ngắm cảnh",0,4.448134808196286
10,11,TỔ CHIM XANH - BLUEBIRDS' NEST,"Đồ uống, thư giãn",0,4.36641374198075
58,60,Pizza 4P's Phan Ké Bính,"Ẩm thực, nghỉ ngơi",0,4.217084770951956
116,122,The Sipping Bar - Waterfront,"Đồ uống, thư giãn",0,4.19787644265368
24,26,Cộng Cà Phê đường Điện Biên Phủ,"Đồ uống, thư giãn",0,4.19536944018094
68,71,Highlands Coffee Trung Kính,"Đồ uống, thư giãn",0,4.109058214761745
100,104,Xưởng Cafe Hoàng Cầu,"Đồ uống, thư giãn",0,3.857852959795977
75,79,Cốm Làng Vòng Bà Hoản,"Ẩm thực, nghỉ ngơi",0,3.718019936982259
93,97,Highlands coffee Yên Lãng,"Đồ uống, thư giãn",0,3.6870070538753055
64,66,Cafe Nhạc Trịnh,"Đồ uống, thư giãn",0,3.686538118160982
52,54,Cộng Cà Phê Vạn Phúc,"Đồ uống, thư giãn",0,3.6822996607430554
109,114,Cháo Hồng Lương Sử,"Ẩm thực, nghỉ ngơi",0,3.627479272139638
125,132,Vua Chả Cá Mai Hắc Đế,"Ẩm thực, nghỉ ngơi",0,3.3985033736317547
17,18,Cafe Goethe,"Đồ uống, thư giãn",0,3.3936336565983822
183,191,Vinhomes Royal City,Trung tâm thương mại,0,3.301433680766607
27,29,Lăng Chủ tịch Hồ Chí Minh,"Văn hóa, lịch sử, nghệ thuật",0,3.294534914969333
0,1,Hồ Trúc Bạch,"Đi dạo, ngắm cảnh",0,3.2929206939527234
61,63,Twitter Beans Coffee Hoàng Đạo Thúy,"Đồ uống, thư giãn",0,3.284173239281671
150,158,Bảo tàng Công An Hà Nội,"Văn hóa, lịch sử, nghệ thuật",0,3.2448006752674274
127,134,Highlands Coffee Trần Đại Nghĩa,"Đồ uống, thư giãn",0,3.239894886256039
98,102,The Coffee House,"Đồ uống, thư giãn",0,3.2174310619409994
131,139,Cháo Sườn Sụn Huyền Anh Đồng Xuân,"Ẩm thực, nghỉ ngơi",0,3.176786960701392
102,106,Skyline Coffee,"Đồ uống, thư giãn",0,3.1598331310296572
62,64,Vincom Center Trần Duy Hưng,Trung tâm thương mại,0,3.109016731987012
42,44,Highlands Coffee Kim Mã,"Đồ uống, thư giãn",0,3.1026860998436376
84,88,Highlands Coffee Pullman HN,"Đồ uống, thư giãn",0,3.0799066457208824
90,94,Bún Đậu Chùa Láng,"Ẩm thực, nghỉ ngơi",0,3.0458997884378505
161,169,Cyril Kongo Hanoi Gallery,"Triển lãm, nghệ thuật",0,2.997130474148122
147,155,Nhà hàng Chay Vị Lai,Ẩm thực chay,0,2.96591919516203
4,5,Đường Phan Đình Phùng,"Đi dạo, ngắm cảnh",0,2.9253021479059385
21,23,Hoàng Thành Thăng Long,"Văn hóa, lịch sử, nghệ thuật",0,2.9235256029882066
145,153,Tam An Lac,Ẩm thực chay,0,2.88626324968844
28,30,Chùa Một Cột,"Văn hóa tôn giáo, tâm linh",0,2.8682002066924355
67,70,Cộng Cà Phê Trung Hòa,"Đồ uống, thư giãn",0,2.766666606546707
160,168,Kem Tràng Tiền Hồ Gươm,"Ẩm thực, nghỉ ngơi",0,2.7349052298957446
138,146,Maison Sen Buffet,"Ẩm thực, nghỉ ngơi",0,2.702395359700759
178,186,Việt Phủ Thành Chương,"Kiến trúc, nghệ thuật",0,2.699599781403819
158,166,The Coffee House,"Đồ uống, thư giãn",0,2.691303226458075
5,6,Đền Quán Thánh,"Văn hóa, lịch sử, nghệ thuật",0,2.68550465599057
50,52,Lẩu Ếch Hà My,"Ẩm thực, nghỉ ngơi",0,2.6801028772813282
107,111,Vua Chả Cá Giảng Võ,"Ẩm thực, nghỉ ngơi",0,2.6426601640914384
96,100,Chè Thanh Vĩnh Hồ,"Ẩm thực, nghỉ ngơi",0,2.6141633014517254
126,133,Starbucks Ba Trieu,"Đồ uống, thư giãn",0,2.539782882764271
135,143,Phở đường tàu ( Various Beef Noodles),"Ẩm thực, nghỉ ngơi",0,2.5395213609235867
176,184,Đền Gióng Sóc Sơn,"Văn hóa tôn giáo, tâm linh",0,2.5223871713617427
14,15,All Day Coffee 55 Hàng Bún,"Đồ uống, thư giãn",0,2.4960636453980385
73,76,Starbucks Duy Tân,"Đồ uống, thư giãn",0,2.4793803555614886
108,112,The Coffee House Hào Nam,"Đồ uống, thư giãn",0,2.475998607621648
29,31,Bảo tàng Hồ Chí Minh,"Văn hóa, lịch sử, nghệ thuật",0,2.463463595257977
124,131,Bánh Cuốn Bà Hoành,"Ẩm thực, nghỉ ngơi",0,2.4459235959433556
140,148,Cung Văn hóa Lao động Hữu nghị Việt - Xô,"Văn hóa, lịch sử, nghệ thuật",0,2.41312514992417
136,144,Phở Biên,"Ẩm thực, nghỉ ngơi",0,2.404549037148726
155,163,Phê La Lý Thường Kiệt,"Đồ uống, thư giãn",0,2.4001031658571605
133,141,Dream Beans Coffee Roastery,"Đồ uống, thư giãn",0,2.3556805249194355
35,37,Miến Lươn Huyền Trang,"Ẩm thực, nghỉ ngơi",0,2.3405573481324637
45,47,Highlands Coffee VTV,"Đồ uống, thư giãn",0,2.3325764229944497
56,58,Bún Bò Huế An Cựu,"Ẩm thực, nghỉ ngơi",0,2.3047108199701682
103,107,Công viên Văn hóa Đống Đa,"Công viên, văn hóa, lịch sử",0,2.292852157194474
117,123,Industry Cafe,"Đồ uống, thư giãn",0,2.2632460812304913
49,51,GoGi House,"Ẩm thực, nghỉ ngơi",0,2.261604806230352
25,27,An Nhien Cafe Khuc Hao,"Đồ uống, thư giãn",0,2.261144888510543
180,188,Bún Bò Huế Ngự Uyển,"Ẩm thực, nghỉ ngơi",0,2.247681022712726
79,83,The Coffee House Nguyễn Khánh Toàn,"Đồ uống, thư giãn",0,2.245949567767525
159,167,Tràng Tiền Plaza,Trung tâm thương mại,0,2.244966606366347
47,49,Vincom Metropolis Liễu Giai,Trung tâm thương mại,0,2.2076862170775655
81,85,TreeLand Coffee,"Đồ uống, thư giãn",0,2.2005349474341216
104,108,Gieo CafeGieo Cafe,"Đồ uống, thư giãn",0,2.177548079437713
110,115,Buffet Chay Hương Thiền,Ẩm thực chay,0,2.1557335507271205
39,41,Haan Vegan - Buffet Chay,"Ẩm thực, nghỉ ngơi",0,2.140006168308247
134,142,Phố đường tàu Hà Nội,"Chụp ảnh, trải nghiệm, thư giãn",0,2.125451125175175
121,128,Vườn Hoa Pasteur,"Công viên, đi dạo, ngắm cảnh",0,2.1200673824549625
97,101,Quán Bánh mì 35,"Ẩm thực, nghỉ ngơi",0,2.0631728551150985
46,48,Bún Chả Ngọc Khánh,"Ẩm thực, nghỉ ngơi",0,2.0607921045654507
85,89,Nguyen Art Gallery - Vietnam Artworks & Paintings,"Triển lãm, nghệ thuật",0,2.055949441515608
122,129,Highlands Coffee Lò Đúc,"Đồ uống, thư giãn",0,2.0198143375291124
101,105,Tiny Cafe Dreamers,"Đồ uống, thư giãn",0,2.015882491924387
18,20,Vườn hoa Lênin,"Đi dạo, ngắm cảnh",0,2.008749258269958
170,178,Tượng Đài Vua Lý Thái Tổ,"Đi dạo, ngắm cảnh",0,2.004375530934425
13,14,Bánh cuốn Bà Xuân,"Ẩm thực, nghỉ ngơi",0,1.9995148318955671
86,90,PHỞ GÀ VĂN MIẾU 17,"Ẩm thực, nghỉ ngơi",0,1.9842924571690475
149,157,Chùa Quán Sứ,"Văn hóa tôn giáo, tâm linh",0,1.9809107092292066
99,103,Cộng Cà Phê Thái Hà,"Đồ uống, thư giãn",0,1.9636863397222868
95,99,Laika Cafe Đường Láng,"Đồ uống, thư giãn",0,1.9605029876615845
177,185,Du lịch sinh thái Bản Rõm,"Du lịch sinh thái, cắm trại",0,1.9579869671943442
146,154,Bami Bread Bánh Mì Hội An,"Ẩm thực, nghỉ ngơi",0,1.934224551670411
26,28,Quảng trường Ba Đình,"Văn hóa, lịch sử, nghệ thuật",0,1.9175953698009067
137,145,Xôi Yến,"Ẩm thực, nghỉ ngơi",0,1.9109671438388176
118,125,MONO Coffee Lab,"Đồ uống, thư giãn",0,1.897449170073969
132,140,KAFA Café,"Đồ uống, thư giãn",0,1.8788811193856247
92,96,La Mensa,"Đồ uống, thư giãn",0,1.8623781894392124
169,177,Hồ Gươm (Phố đi bộ hồ Gươm),"Đi dạo, ngắm cảnh",0,1.8524764314713593
53,55,Quán Lươn Nghệ An Bà Liêm,"Ẩm thực, nghỉ ngơi",0,1.8465786630642782
173,181,Khu Phố Cổ Hà Nội,"Trải nghiệm đa dạng, văn hóa, ẩm thực,...",0,1.8397610592175653
114,120,Vincom Center Phạm Ngọc Thạch,Trung tâm thương mại,0,1.8094245256985886
130,138,Phê La Hàng Cót,"Đồ uống, thư giãn",0,1.7902071794057974
80,84,Công viên Nghĩa Đô,"Công viên, đi dạo, ngắm cảnh",0,1.7714317148438
143,151,Kem Trứng Bà Khanh,"Ẩm thực, nghỉ ngơi",0,1.7508977413531
171,179,Đền Ngọc Sơn,"Văn hóa tôn giáo, tâm linh",0,1.7458566824241188
179,187,Nhà văn hóa quận Thanh Xuân,"Tổ hợp thể thao, đi dạo ngắm cảnh",0,1.7440440655283567
31,33,Chè Thái Đội Cấn,"Ẩm thực, nghỉ ngơi",0,1.7256653927246504
38,40,Công viên Thủ Lệ,"Công viên, giải trí, đi dạo, ngắm cảnh",0,1.7049240053602972
51,53,Miến lươn Sành Phố Cổ,"Ẩm thực, nghỉ ngơi",0,1.6888900111282084
2,3,STAR3 CLUB,"Vui chơi, giải trí về đêm",0,1.6423842134595361
184,192,Vinhomes Royal City,Trung tâm thương mại,0,1.6413741980748426
65,68,The Coffee House Vũ Phạm Hàm,"Đồ uống, thư giãn",0,1.6397689950527337
164,172,Nhà hát Lớn Hà Nội,"Văn hóa, lịch sử, nghệ thuật",0,1.6153753199133547
83,87,Văn Miếu – Quốc Tử Giám,"Văn hóa, lịch sử, nghệ thuật",40000,1.612038661946059
94,98,Cộng Cà phê Đường Láng,"Đồ uống, thư giãn",0,1.6002611611209119
77,81,Chùa Hà,"Văn hóa tôn giáo, tâm linh",0,1.5897010895540973
36,38,Quán Xôi Xéo Oanh Oanh,"Ẩm thực, nghỉ ngơi",0,1.5764626736189484
40,42,Bò King Beefsteak,"Ẩm thực, nghỉ ngơi",0,1.5710338409261908
