,att_id,att_name,att_cat,att_price,score
107,119,Vincom Center Phạm Ngọc Thạch,Trung tâm thương mại,0,5.0
8,9,Vườn Hoa Hàng Đậu,"Đi dạo, ngắm cảnh",0,4.4091295924095135
10,11,TỔ CHIM XANH - BLUEBIRDS' NEST,"Đồ uống, thư giãn",0,4.35230955873034
55,60,Pizza 4P's Phan Ké Bính,"Ẩm thực, nghỉ ngơi",0,4.12974631973492
110,122,The Sipping Bar - Waterfront,"Đồ uống, thư giãn",0,4.126622847520238
24,26,Cộng Cà Phê đường Điện Biên Phủ,"Đồ uống, thư giãn",0,4.122702663552261
66,71,Highlands Coffee Trung Kính,"Đồ uống, thư giãn",0,4.1188911220960875
94,104,Xưởng Cafe Hoàng Cầu,"Đồ uống, thư giãn",0,3.8862603436724896
74,79,Cốm Làng Vòng Bà Hoản,"Ẩm thực, nghỉ ngơi",0,3.767052347583615
50,54,Cộng Cà Phê Vạn Phúc,"Đồ uống, thư giãn",0,3.7211508863418317
61,66,Cafe Nhạc Trịnh,"Đồ uống, thư giãn",0,3.6927770836728513
89,97,Highlands coffee Yên Lãng,"Đồ uống, thư giãn",0,3.678599235881009
102,114,Cháo Hồng Lương Sử,"Ẩm thực, nghỉ ngơi",0,3.6534666014811705
119,132,Vua Chả Cá Mai Hắc Đế,"Ẩm thực, nghỉ ngơi",0,3.4130950440907526
58,63,Twitter Beans Coffee Hoàng Đạo Thúy,"Đồ uống, thư giãn",0,3.390977239393777
16,18,Cafe Goethe,"Đồ uống, thư giãn",0,3.33898274394771
27,29,Lăng Chủ tịch Hồ Chí Minh,"Văn hóa, lịch sử, nghệ thuật",0,3.334618936389816
121,134,Highlands Coffee Trần Đại Nghĩa,"Đồ uống, thư giãn",0,3.2990294602277856
170,191,Vinhomes Royal City,Trung tâm thương mại,0,3.2764137106849915
0,1,Hồ Trúc Bạch,"Đi dạo, ngắm cảnh",0,3.2667626342187788
141,158,Bảo tàng Công An Hà Nội,"Văn hóa, lịch sử, nghệ thuật",0,3.2663099570862073
93,102,The Coffee House,"Đồ uống, thư giãn",0,3.25959222843899
96,106,Skyline Coffee,"Đồ uống, thư giãn",0,3.1838231299907704
