,att_id,att_name,att_cat,att_price,score
116,119,Vincom Center Phạm Ngọc Thạch,Trung tâm thương mại,0,5.0
8,9,Vườn Hoa Hàng Đậu,"Đi dạo, ngắm cảnh",0,4.376306866859309
10,11,TỔ CHIM XANH - BLUEBIRDS' NEST,"Đồ uống, thư giãn",0,4.311571580002038
58,60,Pizza 4P's Phan Ké Bính,"Ẩm thực, nghỉ ngơi",0,4.173125372094049
119,122,The Sipping Bar - Waterfront,"Đồ uống, thư giãn",0,4.162552456183661
25,26,Cộng Cà Phê đường Điện Biên Phủ,"Đồ uống, thư giãn",0,4.100766695224138
69,71,Highlands Coffee Trung Kính,"Đồ uống, thư giãn",0,4.081544861835141
102,104,Xưởng Cafe Hoàng Cầu,"Đồ uống, thư giãn",0,3.8112049312442906
95,97,Highlands coffee Yên Lãng,"Đồ uống, thư giãn",0,3.6557603787009754
64,66,Cafe Nhạc Trịnh,"Đồ uống, thư giãn",0,3.641584503463207
77,79,Cốm Làng Vòng Bà Hoản,"Ẩm thực, nghỉ ngơi",0,3.628697344156137
52,54,Cộng Cà Phê Vạn Phúc,"Đồ uống, thư giãn",0,3.614367186025248
129,132,Vua Chả Cá Mai Hắc Đế,"Ẩm thực, nghỉ ngơi",0,3.3876530123281157
17,18,Cafe Goethe,"Đồ uống, thư giãn",0,3.3651277099336454
61,63,Twitter Beans Coffee Hoàng Đạo Thúy,"Đồ uống, thư giãn",0,3.321792367897544
28,29,Lăng Chủ tịch Hồ Chí Minh,"Văn hóa, lịch sử, nghệ thuật",0,3.276478574643889
185,191,Vinhomes Royal City,Trung tâm thương mại,0,3.2732023320313175
100,102,The Coffee House,"Đồ uống, thư giãn",0,3.2271171243120875
0,1,Hồ Trúc Bạch,"Đi dạo, ngắm cảnh",0,3.2116071558220938
153,158,Bảo tàng Công An Hà Nội,"Văn hóa, lịch sử, nghệ thuật",0,3.1907608143232693
131,134,Highlands Coffee Trần Đại Nghĩa,"Đồ uống, thư giãn",0,3.168979700001458
136,139,Cháo Sườn Sụn Huyền Anh Đồng Xuân,"Ẩm thực, nghỉ ngơi",0,3.1503205453991114
62,64,Vincom Center Trần Duy Hưng,Trung tâm thương mại,0,3.1083555984724285
104,106,Skyline Coffee,"Đồ uống, thư giãn",0,3.078932943209381
92,94,Bún Đậu Chùa Láng,"Ẩm thực, nghỉ ngơi",0,3.0271392684449836
86,88,Highlands Coffee Pullman HN,"Đồ uống, thư giãn",0,3.0117291300623066
22,23,Hoàng Thành Thăng Long,"Văn hóa, lịch sử, nghệ thuật",0,2.9411038668738314
164,169,Cyril Kongo Hanoi Gallery,"Triển lãm, nghệ thuật",0,2.939125415656278
150,155,Nhà hàng Chay Vị Lai,Ẩm thực chay,0,2.9294781971045722
4,5,Đường Phan Đình Phùng,"Đi dạo, ngắm cảnh",0,2.90609072560153
148,153,Tam An Lac,Ẩm thực chay,0,2.815671874773116
29,30,Chùa Một Cột,"Văn hóa tôn giáo, tâm linh",0,2.813974762948874
68,70,Cộng Cà Phê Trung Hòa,"Đồ uống, thư giãn",0,2.746970610016419
163,168,Kem Tràng Tiền Hồ Gươm,"Ẩm thực, nghỉ ngơi",0,2.7003681008320513
142,146,Maison Sen Buffet,"Ẩm thực, nghỉ ngơi",0,2.6800390607983644
180,186,Việt Phủ Thành Chương,"Kiến trúc, nghệ thuật",0,2.663648772271202
5,6,Đền Quán Thánh,"Văn hóa, lịch sử, nghệ thuật",0,2.6501989341774816
98,100,Chè Thanh Vĩnh Hồ,"Ẩm thực, nghỉ ngơi",0,2.5862441372500626
161,166,The Coffee House,"Đồ uống, thư giãn",0,2.583902667460478
50,52,Lẩu Ếch Hà My,"Ẩm thực, nghỉ ngơi",0,2.5836031771385564
109,111,Vua Chả Cá Giảng Võ,"Ẩm thực, nghỉ ngơi",0,2.583122177530612
130,133,Starbucks Ba Trieu,"Đồ uống, thư giãn",0,2.516208779241154
178,184,Đền Gióng Sóc Sơn,"Văn hóa tôn giáo, tâm linh",0,2.4946454760625585
14,15,All Day Coffee 55 Hàng Bún,"Đồ uống, thư giãn",0,2.4912421769497826
139,143,Phở đường tàu ( Various Beef Noodles),"Ẩm thực, nghỉ ngơi",0,2.4599862778979826
110,112,The Coffee House Hào Nam,"Đồ uống, thư giãn",0,2.4484967400932334
30,31,Bảo tàng Hồ Chí Minh,"Văn hóa, lịch sử, nghệ thuật",0,2.41858400975795
74,76,Starbucks Duy Tân,"Đồ uống, thư giãn",0,2.4162153135754494
128,131,Bánh Cuốn Bà Hoành,"Ẩm thực, nghỉ ngơi",0,2.4075845470254364
111,113,Bánh Xèo Tôn Đức Thắng,"Ẩm thực, nghỉ ngơi",0,2.378633815906028
144,148,Cung Văn hóa Lao động Hữu nghị Việt - Xô,"Văn hóa, lịch sử, nghệ thuật",0,2.377254345332318
158,163,Phê La Lý Thường Kiệt,"Đồ uống, thư giãn",0,2.3649570912047864
45,47,Highlands Coffee VTV,"Đồ uống, thư giãn",0,2.3488844439281564
138,141,Dream Beans Coffee Roastery,"Đồ uống, thư giãn",0,2.3422230531314057
140,144,Phở Biên,"Ẩm thực, nghỉ ngơi",0,2.297526391450191
105,107,Công viên Văn hóa Đống Đa,"Công viên, văn hóa, lịch sử",0,2.2618779676768384
56,58,Bún Bò Huế An Cựu,"Ẩm thực, nghỉ ngơi",0,2.261569401890611
36,37,Miến Lươn Huyền Trang,"Ẩm thực, nghỉ ngơi",0,2.2518405041601994
162,167,Tràng Tiền Plaza,Trung tâm thương mại,0,2.247593186867448
120,123,Industry Cafe,"Đồ uống, thư giãn",0,2.2205483032512063
182,188,Bún Bò Huế Ngự Uyển,"Ẩm thực, nghỉ ngơi",0,2.205156315797126
76,78,Trâu Kinh Bắc Thành Thái,"Ẩm thực, nghỉ ngơi",0,2.195091625887585
49,51,GoGi House,"Ẩm thực, nghỉ ngơi",0,2.176976999143278
81,83,The Coffee House Nguyễn Khánh Toàn,"Đồ uống, thư giãn",0,2.1753797174263525
47,49,Vincom Metropolis Liễu Giai,Trung tâm thương mại,0,2.1706514005256565
26,27,An Nhien Cafe Khuc Hao,"Đồ uống, thư giãn",0,2.1666400453047316
83,85,TreeLand Coffee,"Đồ uống, thư giãn",0,2.1506763035996954
106,108,Gieo CafeGieo Cafe,"Đồ uống, thư giãn",0,2.1271073228106445
112,115,Buffet Chay Hương Thiền,Ẩm thực chay,0,2.1203007245850785
125,128,Vườn Hoa Pasteur,"Công viên, đi dạo, ngắm cảnh",0,2.106015943775688
99,101,Quán Bánh mì 35,"Ẩm thực, nghỉ ngơi",0,2.0469981994278896
46,48,Bún Chả Ngọc Khánh,"Ẩm thực, nghỉ ngơi",0,2.0326045130468913
40,41,Haan Vegan - Buffet Chay,"Ẩm thực, nghỉ ngơi",0,2.028774667111975
18,19,Bảo tàng Mỹ thuật Việt Nam,"Văn hóa, lịch sử, nghệ thuật",0,2.0248359156054505
114,117,Chùa Bộc,"Văn hóa tôn giáo, tâm linh",0,1.9931353188029135
13,14,Bánh cuốn Bà Xuân,"Ẩm thực, nghỉ ngơi",0,1.9701199413362076
173,178,Tượng Đài Vua Lý Thái Tổ,"Đi dạo, ngắm cảnh",0,1.9626780606095906
19,20,Vườn hoa Lênin,"Đi dạo, ngắm cảnh",0,1.9494460336590862
126,129,Highlands Coffee Lò Đúc,"Đồ uống, thư giãn",0,1.9369854211741568
87,89,Nguyen Art Gallery - Vietnam Artworks & Paintings,"Triển lãm, nghệ thuật",0,1.9352066301712085
103,105,Tiny Cafe Dreamers,"Đồ uống, thư giãn",0,1.9334732164897588
101,103,Cộng Cà Phê Thái Hà,"Đồ uống, thư giãn",0,1.9215934337200764
97,99,Laika Cafe Đường Láng,"Đồ uống, thư giãn",0,1.9191067565016766
88,90,PHỞ GÀ VĂN MIẾU 17,"Ẩm thực, nghỉ ngơi",0,1.9172462863200082
149,154,Bami Bread Bánh Mì Hội An,"Ẩm thực, nghỉ ngơi",0,1.8989138484324997
179,185,Du lịch sinh thái Bản Rõm,"Du lịch sinh thái, cắm trại",0,1.8978973964308068
152,157,Chùa Quán Sứ,"Văn hóa tôn giáo, tâm linh",0,1.8880686685930925
27,28,Quảng trường Ba Đình,"Văn hóa, lịch sử, nghệ thuật",0,1.880145788258531
122,125,MONO Coffee Lab,"Đồ uống, thư giãn",0,1.8577475423642795
172,177,Hồ Gươm (Phố đi bộ hồ Gươm),"Đi dạo, ngắm cảnh",0,1.8375909361522957
141,145,Xôi Yến,"Ẩm thực, nghỉ ngơi",0,1.8373912759376907
94,96,La Mensa,"Đồ uống, thư giãn",0,1.8349862778979826
175,181,Khu Phố Cổ Hà Nội,"Trải nghiệm đa dạng, văn hóa, ẩm thực,...",0,1.8153741995440527
53,55,Quán Lươn Nghệ An Bà Liêm,"Ẩm thực, nghỉ ngơi",0,1.7969782334064348
137,140,KAFA Café,"Đồ uống, thư giãn",0,1.784181828742362
117,120,Vincom Center Phạm Ngọc Thạch,Trung tâm thương mại,0,1.7742078934758325
135,138,Phê La Hàng Cót,"Đồ uống, thư giãn",0,1.728494779792939
82,84,Công viên Nghĩa Đô,"Công viên, đi dạo, ngắm cảnh",0,1.7206808050299855
181,187,Nhà văn hóa quận Thanh Xuân,"Tổ hợp thể thao, đi dạo ngắm cảnh",0,1.714799904163101
174,179,Đền Ngọc Sơn,"Văn hóa tôn giáo, tâm linh",0,1.6723539576284736
186,192,Vinhomes Royal City,Trung tâm thương mại,0,1.6478411285521446
39,40,Công viên Thủ Lệ,"Công viên, giải trí, đi dạo, ngắm cảnh",0,1.6375223256421805
51,53,Miến lươn Sành Phố Cổ,"Ẩm thực, nghỉ ngơi",0,1.6373045144989646
32,33,Chè Thái Đội Cấn,"Ẩm thực, nghỉ ngơi",0,1.6370776278914434
79,81,Chùa Hà,"Văn hóa tôn giáo, tâm linh",0,1.5957298125372148
2,3,STAR3 CLUB,"Vui chơi, giải trí về đêm",0,1.5872533288803083
85,87,Văn Miếu – Quốc Tử Giám,"Văn hóa, lịch sử, nghệ thuật",40000,1.572224359998259
66,68,The Coffee House Vũ Phạm Hàm,"Đồ uống, thư giãn",0,1.551414320356642
96,98,Cộng Cà phê Đường Láng,"Đồ uống, thư giãn",0,1.5362219931171808
37,38,Quán Xôi Xéo Oanh Oanh,"Ẩm thực, nghỉ ngơi",0,1.5336808631129628
167,172,Nhà hát Lớn Hà Nội,"Văn hóa, lịch sử, nghệ thuật",0,1.5175991403720275
7,8,Nhà Thờ Cửa Bắc,"Văn hóa tôn giáo, tâm linh",0,1.5018713607388179
35,36,Tiny Cafe,"Đồ uống, thư giãn",0,1.4558859831269046
80,82,Bảo tàng Dân tộc học Việt Nam,"Văn hóa, lịch sử, nghệ thuật",0,1.4488978756153301
41,42,Bò King Beefsteak,"Ẩm thực, nghỉ ngơi",0,1.4460391043605796
145,149,Nhà hàng chay Sadhu,Ẩm thực chay,0,1.4456397839313553
123,126,Highlands Coffee Trần Nhân Tông,"Đồ uống, thư giãn",0,1.4258734226843046
155,160,Di tích Nhà tù Hỏa Lò,"Văn hóa, lịch sử, nghệ thuật",0,1.3915318657702613
169,174,Phở 10 Lý Quốc Sư,"Ẩm thực, nghỉ ngơi",0,1.3848704749735106
91,93,Nhà Hàng Vịt Vân Đình Minh Phương,"Ẩm thực, nghỉ ngơi",0,1.3811949119317006
34,35,Đình Làng Thành Công,"Văn hóa, lịch sử, nghệ thuật",0,1.3506741254882684
133,136,Vincom Mega Mall Times City,Trung tâm thương mại,0,1.34092707682926
132,135,Công viên Tuổi Trẻ Thủ Đô,"Công viên, đi dạo, ngắm cảnh",0,1.3332583094951218
108,110,Nhà hát Múa rối Việt Nam,Biểu diễn nghệ thuật dân gian,0,1.3223586768699107
151,156,Quán Chay Bồ Đề,Ẩm thực chay,0,1.3208521497959964
146,150,Highlands Coffee Lê Duẩn,"Đồ uống, thư giãn",0,1.3206071122598644
121,124,Ưu Đàm Chay,Ẩm thực chay,0,1.32020779183064
6,7,Cửa Bắc thành Hà Nội,"Văn hóa, lịch sử, nghệ thuật",0,1.3199446033659115
171,176,Quảng Trường Đông Kinh Nghĩa Thục,"Đi dạo, ngắm cảnh",0,1.3188646231141234
168,173,Bảo tàng Lịch sử Quốc gia,"Văn hóa, lịch sử, nghệ thuật",0,1.3078379339887078
157,162,Trung Nguyên Legend Café,"Đồ uống, thư giãn",0,1.2981725645084055
124,127,Phở Thìn 13 Lò Đúc,"Ẩm thực, nghỉ ngơi",0,1.294869095502932
63,65,Trung Nguyên Legend Café,"Đồ uống, thư giãn",0,1.2895962507441965
183,189,Trill Rooftop Cafe,"Đồ uống, thư giãn",0,1.2540022797566337
15,16,Vườn Bách Thảo Hà Nội,"Công viên, đi dạo, ngắm cảnh, cắm trại",0,1.2295076016089013
67,69,Highlands Coffee Vũ Phạm Hàm,"Đồ uống, thư giãn",0,1.1611602799599297
24,25,Tượng đài Bắc Sơn,"Văn hóa, lịch sử, nghệ thuật",0,1.112951413594331
65,67,Twitter Beans Coffee Vũ Phạm Hàm,"Đồ uống, thư giãn",0,1.0935208445264095
43,45,AHA Cafe,"Đồ uống, thư giãn",0,1.0238122032323247
176,182,Hồ Đồng Đò,"Du lịch nghỉ dưỡng, cắm trại, bơi thuyền, ngắm cảnh",0,1.0189931316886174
55,57,Quán Cháo Sườn sụn Đội Cấn,"Ẩm thực, nghỉ ngơi",0,1.0181672644372526
57,59,Bảo tàng Chiến thắng B-52,"Văn hóa, lịch sử, nghệ thuật",0,1.0125586274993879
89,91,Ga Cát Linh,"Tàu điện, chụp ảnh",0,1.009273309422511
115,118,Bánh Mỳ Ô Long,"Ẩm thực, nghỉ ngơi",0,0.9696679832140234
78,80,Gác Trịnh Cafe Trần Thái Tông,"Đồ uống, thư giãn",0,0.9677349093179686
75,77,Bún Riêu Bề Bề Tiến Huân,"Ẩm thực, nghỉ ngơi",0,0.9601750475554383
44,46,Paris Gateaux Cafe,"Đồ uống, thư giãn",0,0.9437847590282757
159,164,Bún Đậu Cô Tuyến Mắm Tôm Hàng Khay,"Ẩm thực, nghỉ ngơi",0,0.9274035459654186
31,32,Quán Bánh Cuốn Nóng Gia Truyền Đội Cấn,"Ẩm thực, nghỉ ngơi",0,0.9195441938809665
143,147,THE WISELANDS Coffee,"Đồ uống, thư giãn",0,0.911176615795668
93,95,Nhà Hàng Chả Cá Lão Ngư,"Ẩm thực, nghỉ ngơi",0,0.8994874177762995
90,92,Chùa Láng,"Văn hóa tôn giáo, tâm linh",0,0.8971096461295076
21,22,Cột cờ Hà Nội,"Văn hóa, lịch sử, nghệ thuật",0,0.8933251775160898
23,24,Điện Kính Thiên,"Văn hóa, lịch sử, nghệ thuật",0,0.878668302670377
118,121,Công viên Thống Nhất,"Đi dạo, ngắm cảnh",0,0.8755281920223155
11,12,Phở Cuốn Hương Mai,"Ẩm thực, nghỉ ngơi",0,0.85604317016859
60,62,Soya Garden,"Đồ uống, thư giãn",0,0.8267203450128591
113,116,Bánh Đúc Nóng Trung Tự,"Ẩm thực, nghỉ ngơi",0,0.7991309335385637
72,74,Chùa Cót,"Văn hóa tôn giáo, tâm linh",0,0.7882766782348654
42,43,Thạch Dừa Đồng Tháp,"Đồ uống, thư giãn",0,0.7778217433603913
20,21,Bảo tàng Lịch sử Quân sự Việt Nam,"Văn hóa, lịch sử, nghệ thuật",0,0.7371182859715191
16,17,Nhà sàn Bác Hồ,"Văn hóa, lịch sử, nghệ thuật",0,0.6800245400554701
33,34,Công viên Indira Gandhi,"Công viên, đi dạo, ngắm cảnh",0,0.6663659662828394
48,50,Phê La Núi Trúc,"Đồ uống, thư giãn",0,0.659160047628049
1,2,Hanoi Studio Gallery,"Văn hóa, lịch sử, nghệ thuật",0,0.6570636153745681
73,75,KF POOL ARENA,"Vui chơi, giải trí",0,0.6136738205526626
134,137,VinKE & Thủy Cung Times City,"Thủy cung, vui chơi giải trí",0,0.5989715683854513
84,86,Công Viên Thiên Đường Bảo Sơn,"Công viên, sở thú, vui chơi, giải trí",0,0.5875727852236992
154,159,San Ho seafood restaurant,"Ẩm thực, nghỉ ngơi",0,0.5859664280424681
3,4,Bốt Nước Hàng Đậu,"Đi dạo, ngắm cảnh",0,0.52986190773521
184,190,Trung tâm Nghệ thuật đương đại Vincom,"Triển lãm, nghệ thuật",0,0.5099684899879549
