,att_id,att_name,att_cat,att_price,score
115,119,Vincom Center Phạm Ngọc Thạch,Trung tâm thương mại,0,5.0
8,9,Vườn Hoa Hàng Đậu,"Đi dạo, ngắm cảnh",0,4.34773083788609
10,11,TỔ CHIM XANH - BLUEBIRDS' NEST,"Đồ uống, thư giãn",0,4.252447665927406
118,122,The Sipping Bar - Waterfront,"Đồ uống, thư giãn",0,4.184796523683318
25,26,Cộng Cà Phê đường Điện Biên Phủ,"Đồ uống, thư giãn",0,4.1309208272479765
67,71,Highlands Coffee Trung Kính,"Đồ uống, thư giãn",0,4.054984583761566
100,104,Xưởng Cafe Hoàng Cầu,"Đồ uống, thư giãn",0,3.805683272930537
51,54,Cộng Cà Phê Vạn Phúc,"Đồ uống, thư giãn",0,3.6799282378608495
93,97,Highlands coffee Yên Lãng,"Đồ uống, thư giãn",0,3.677169542561444
75,79,Cốm Làng Vòng Bà Hoản,"Ẩm thực, nghỉ ngơi",0,3.653287895999
62,66,Cafe Nhạc Trịnh,"Đồ uống, thư giãn",0,3.634968716755921
110,114,Cháo Hồng Lương Sử,"Ẩm thực, nghỉ ngơi",0,3.5920466634211436
28,29,Lăng Chủ tịch Hồ Chí Minh,"Văn hóa, lịch sử, nghệ thuật",0,3.3443050071221307
127,132,Vua Chả Cá Mai Hắc Đế,"Ẩm thực, nghỉ ngơi",0,3.3390670921909162
17,18,Cafe Goethe,"Đồ uống, thư giãn",0,3.3211626187771657
59,63,Twitter Beans Coffee Hoàng Đạo Thúy,"Đồ uống, thư giãn",0,3.3211536034330464
0,1,Hồ Trúc Bạch,"Đi dạo, ngắm cảnh",0,3.2459115414435473
181,191,Vinhomes Royal City,Trung tâm thương mại,0,3.231550098267249
129,134,Highlands Coffee Trần Đại Nghĩa,"Đồ uống, thư giãn",0,3.203548439443935
151,158,Bảo tàng Công An Hà Nội,"Văn hóa, lịch sử, nghệ thuật",0,3.1680279836281358
134,139,Cháo Sườn Sụn Huyền Anh Đồng Xuân,"Ẩm thực, nghỉ ngơi",0,3.1618524729088904
98,102,The Coffee House,"Đồ uống, thư giãn",0,3.1605182019797695
60,64,Vincom Center Trần Duy Hưng,Trung tâm thương mại,0,3.0979517138169257
102,106,Skyline Coffee,"Đồ uống, thư giãn",0,3.076062458304037
84,88,Highlands Coffee Pullman HN,"Đồ uống, thư giãn",0,3.01101675050937
90,94,Bún Đậu Chùa Láng,"Ẩm thực, nghỉ ngơi",0,2.96558843151044
22,23,Hoàng Thành Thăng Long,"Văn hóa, lịch sử, nghệ thuật",0,2.958592524476657
161,169,Cyril Kongo Hanoi Gallery,"Triển lãm, nghệ thuật",0,2.9388308901750833
148,155,Nhà hàng Chay Vị Lai,Ẩm thực chay,0,2.91130704458989
4,5,Đường Phan Đình Phùng,"Đi dạo, ngắm cảnh",0,2.8735868448098643
29,30,Chùa Một Cột,"Văn hóa tôn giáo, tâm linh",0,2.841447143037456
146,153,Tam An Lac,Ẩm thực chay,0,2.8333243179892236
66,70,Cộng Cà Phê Trung Hòa,"Đồ uống, thư giãn",0,2.7613548259137133
177,186,Việt Phủ Thành Chương,"Kiến trúc, nghệ thuật",0,2.6812625087899704
160,168,Kem Tràng Tiền Hồ Gươm,"Ẩm thực, nghỉ ngơi",0,2.6727700546329913
5,6,Đền Quán Thánh,"Văn hóa, lịch sử, nghệ thuật",0,2.6690106561367486
49,52,Lẩu Ếch Hà My,"Ẩm thực, nghỉ ngơi",0,2.581832278538073
107,111,Vua Chả Cá Giảng Võ,"Ẩm thực, nghỉ ngơi",0,2.5712392492021507
96,100,Chè Thanh Vĩnh Hồ,"Ẩm thực, nghỉ ngơi",0,2.5706442364905087
158,166,The Coffee House,"Đồ uống, thư giãn",0,2.5669118840266236
128,133,Starbucks Ba Trieu,"Đồ uống, thư giãn",0,2.5185355475018554
175,184,Đền Gióng Sóc Sơn,"Văn hóa tôn giáo, tâm linh",0,2.507356520798396
72,76,Starbucks Duy Tân,"Đồ uống, thư giãn",0,2.5023530048141964
126,131,Bánh Cuốn Bà Hoành,"Ẩm thực, nghỉ ngơi",0,2.4786065884134842
137,143,Phở đường tàu ( Various Beef Noodles),"Ẩm thực, nghỉ ngơi",0,2.4750004507672116
14,15,All Day Coffee 55 Hàng Bún,"Đồ uống, thư giãn",0,2.454770018571608
44,47,Highlands Coffee VTV,"Đồ uống, thư giãn",0,2.438073601269366
155,163,Phê La Lý Thường Kiệt,"Đồ uống, thư giãn",0,2.42247705594923
109,113,Bánh Xèo Tôn Đức Thắng,"Ẩm thực, nghỉ ngơi",0,2.4067542958114814
108,112,The Coffee House Hào Nam,"Đồ uống, thư giãn",0,2.3876417662862224
141,148,Cung Văn hóa Lao động Hữu nghị Việt - Xô,"Văn hóa, lịch sử, nghệ thuật",0,2.3775626115648834
30,31,Bảo tàng Hồ Chí Minh,"Văn hóa, lịch sử, nghệ thuật",0,2.3450532806837288
136,141,Dream Beans Coffee Roastery,"Đồ uống, thư giãn",0,2.298480012982097
138,144,Phở Biên,"Ẩm thực, nghỉ ngơi",0,2.279178161230419
103,107,Công viên Văn hóa Đống Đa,"Công viên, văn hóa, lịch sử",0,2.26497899424821
74,78,Trâu Kinh Bắc Thành Thái,"Ẩm thực, nghỉ ngơi",0,2.260985196804967
35,37,Miến Lươn Huyền Trang,"Ẩm thực, nghỉ ngơi",0,2.2582805935702623
55,58,Bún Bò Huế An Cựu,"Ẩm thực, nghỉ ngơi",0,2.2245812372658236
119,123,Industry Cafe,"Đồ uống, thư giãn",0,2.223012567389702
159,167,Tràng Tiền Plaza,Trung tâm thương mại,0,2.2221921710751786
48,51,GoGi House,"Ẩm thực, nghỉ ngơi",0,2.2191179387317277
