,att_id,att_name,att_cat,att_price,score
75,96,La Mensa,"Đồ uống, thư giãn",0,5.0
154,181,Khu Phố Cổ Hà Nội,"Trải nghiệm đa dạng, văn hóa, ẩm thực,...",0,4.972292133153417
105,129,Highlands Coffee Lò Đúc,"Đồ uống, thư giãn",0,4.8107882412209335
82,104,Xưởng Cafe Hoàng Cầu,"Đồ uống, thư giãn",0,4.310842405394119
128,153,Tam An Lac,Ẩm thực chay,0,4.303369852957417
102,126,Highlands Coffee Trần Nhân Tông,"Đồ uống, thư giãn",0,4.059336588792959
96,120,Vincom Center Phạm Ngọc Thạch,Trung tâm thương mại,0,3.9354741678963165
136,161,Bún riêu Huyền Thu,"Ẩm thực, nghỉ ngơi",0,3.831731370942549
158,185,Du lịch sinh thái Bản Rõm,"Du lịch sinh thái, cắm trại",0,3.8124005456383117
14,17,Nhà sàn Bác Hồ,"Văn hóa, lịch sử, nghệ thuật",0,3.5911057168970117
130,155,Nhà hàng Chay Vị Lai,Ẩm thực chay,0,3.5330028091748815
40,49,Vincom Metropolis Liễu Giai,Trung tâm thương mại,0,3.5134248269638704
133,158,Bảo tàng Công An Hà Nội,"Văn hóa, lịch sử, nghệ thuật",0,3.5037436383389817
149,175,Nhà Thờ Lớn Hà Nội,"Văn hóa tôn giáo, tâm linh",0,3.4643878449284955
114,138,Phê La Hàng Cót,"Đồ uống, thư giãn",0,3.439603791702467
162,189,Trill Rooftop Cafe,"Đồ uống, thư giãn",0,3.381574505186613
33,40,Công viên Thủ Lệ,"Công viên, giải trí, đi dạo, ngắm cảnh",0,3.365977326771933
57,72,AHA Cafe Trung Kính,"Đồ uống, thư giãn",0,3.3379223885243476
8,11,TỔ CHIM XANH - BLUEBIRDS' NEST,"Đồ uống, thư giãn",0,3.326058856999218
31,38,Quán Xôi Xéo Oanh Oanh,"Ẩm thực, nghỉ ngơi",0,3.306491392103389
64,81,Chùa Hà,"Văn hóa tôn giáo, tâm linh",0,3.299271255231048
138,163,Phê La Lý Thường Kiệt,"Đồ uống, thư giãn",0,3.284326150357643
112,136,Vincom Mega Mall Times City,Trung tâm thương mại,0,3.272089254143559
87,109,Công Viên 1/6,"Công viên, đi dạo, ngắm cảnh",0,3.1926046446567327
121,145,Xôi Yến,"Ẩm thực, nghỉ ngơi",0,3.1797787787924605
63,80,Gác Trịnh Cafe Trần Thái Tông,"Đồ uống, thư giãn",0,3.1634979748909586
45,56,Bánh Xèo Nem Lụi Ngọc Dương Đội Cấn,"Ẩm thực, nghỉ ngơi",0,3.0835926727968612
139,164,Bún Đậu Cô Tuyến Mắm Tôm Hàng Khay,"Ẩm thực, nghỉ ngơi",0,3.076977281547478
24,29,Lăng Chủ tịch Hồ Chí Minh,"Văn hóa, lịch sử, nghệ thuật",0,3.0294495342406975
86,108,Gieo CafeGieo Cafe,"Đồ uống, thư giãn",0,3.004029183446164
90,112,The Coffee House Hào Nam,"Đồ uống, thư giãn",0,2.9694482511282416
141,166,The Coffee House,"Đồ uống, thư giãn",0,2.939820974260975
70,88,Highlands Coffee Pullman HN,"Đồ uống, thư giãn",0,2.9343046424480903
142,167,Tràng Tiền Plaza,Trung tâm thương mại,0,2.9210633426341417
1,2,Hanoi Studio Gallery,"Văn hóa, lịch sử, nghệ thuật",0,2.891546497576286
58,73,Công viên Cầu Giấy,"Công viên, đi dạo, ngắm cảnh",0,2.884257998155263
157,184,Đền Gióng Sóc Sơn,"Văn hóa tôn giáo, tâm linh",0,2.8398223415119475
54,69,Highlands Coffee Vũ Phạm Hàm,"Đồ uống, thư giãn",0,2.8148647525854145
38,45,AHA Cafe,"Đồ uống, thư giãn",0,2.7561833925282855
21,26,Cộng Cà Phê đường Điện Biên Phủ,"Đồ uống, thư giãn",0,2.7297533794763
69,87,Văn Miếu – Quốc Tử Giám,"Văn hóa, lịch sử, nghệ thuật",40000,2.725856714201427
110,134,Highlands Coffee Trần Đại Nghĩa,"Đồ uống, thư giãn",0,2.7152342258677535
109,133,Starbucks Ba Trieu,"Đồ uống, thư giãn",0,2.71497129298821
36,43,Thạch Dừa Đồng Tháp,"Đồ uống, thư giãn",0,2.688362485578132
72,93,Nhà Hàng Vịt Vân Đình Minh Phương,"Ẩm thực, nghỉ ngơi",0,2.6720028018127664
3,5,Đường Phan Đình Phùng,"Đi dạo, ngắm cảnh",0,2.643190616872083
144,169,Cyril Kongo Hanoi Gallery,"Triển lãm, nghệ thuật",0,2.637905665993209
49,62,Soya Garden,"Đồ uống, thư giãn",0,2.637253592451934
146,172,Nhà hát Lớn Hà Nội,"Văn hóa, lịch sử, nghệ thuật",0,2.630469924159641
28,35,Đình Làng Thành Công,"Văn hóa, lịch sử, nghệ thuật",0,2.627682835636449
