,att_id,att_name,att_cat,att_price,score
109,114,Cháo Hồng Lương Sử,"Ẩm thực, nghỉ ngơi",0,5.0
24,26,Cộng Cà Phê đường Điện Biên Phủ,"Đồ uống, thư giãn",0,4.903379612147667
3,5,Đường Phan Đình Phùng,"Đi dạo, ngắm cảnh",0,4.662142240108416
33,35,Đình Làng Thành Công,"Văn hóa, lịch sử, nghệ thuật",0,4.24558118362723
83,85,TreeLand Coffee,"Đồ uống, thư giãn",0,3.9417277481494466
94,97,Highlands coffee Yên Lãng,"Đồ uống, thư giãn",0,3.710577226478236
104,109,Công Viên 1/6,"Công viên, đi dạo, ngắm cảnh",0,3.6995980778084103
20,22,Cột cờ Hà Nội,"Văn hóa, lịch sử, nghệ thuật",0,3.6779760088143547
32,34,Công viên Indira Gandhi,"Công viên, đi dạo, ngắm cảnh",0,3.604038102430671
111,116,Bánh Đúc Nóng Trung Tự,"Ẩm thực, nghỉ ngơi",0,3.5448166520967703
177,187,Nhà văn hóa quận Thanh Xuân,"Tổ hợp thể thao, đi dạo ngắm cảnh",0,3.459071958038699
153,161,Bún riêu Huyền Thu,"Ẩm thực, nghỉ ngơi",0,3.3394328603721277
162,171,Quán Kem Xôi Thu Nga,"Ẩm thực, nghỉ ngơi",0,3.2395730417285193
70,72,AHA Cafe Trung Kính,"Đồ uống, thư giãn",0,3.22122919910408
40,42,Bò King Beefsteak,"Ẩm thực, nghỉ ngơi",0,3.173193807191147
129,136,Vincom Mega Mall Times City,Trung tâm thương mại,0,3.1600033105560144
59,61,Joma Bakery Café • Liễu Giai,"Đồ uống, thư giãn",0,3.137385488384602
42,44,Highlands Coffee Kim Mã,"Đồ uống, thư giãn",0,3.11476766621319
93,96,La Mensa,"Đồ uống, thư giãn",0,3.060486186187738
9,11,TỔ CHIM XANH - BLUEBIRDS' NEST,"Đồ uống, thư giãn",0,2.940885884099501
122,128,Vườn Hoa Pasteur,"Công viên, đi dạo, ngắm cảnh",0,2.912752623874276
