,att_id,att_name,att_cat,att_price,score
100,114,Cháo Hồng Lương Sử,"Ẩm thực, nghỉ ngơi",0,5.0
23,26,Cộng Cà Phê đường Điện Biên Phủ,"Đồ uống, thư giãn",0,4.845086323777316
3,5,Đường Phan Đình Phùng,"Đi dạo, ngắm cảnh",0,4.612238953701173
32,35,Đình Làng Thành Công,"Văn hóa, lịch sử, nghệ thuật",0,4.332427737023075
77,85,TreeLand Coffee,"Đồ uống, thư giãn",0,3.899191407317282
97,109,Công Viên 1/6,"Công viên, đi dạo, ngắm cảnh",0,3.7022177658406292
31,34,Công viên Indira Gandhi,"Công viên, đi dạo, ngắm cảnh",0,3.6851733950582286
102,116,Bánh Đúc Nóng Trung Tự,"Ẩm thực, nghỉ ngơi",0,3.541394944813611
155,171,Quán Kem Xôi Thu Nga,"Ẩm thực, nghỉ ngơi",0,3.200984384907642
38,42,Bò King Beefsteak,"Ẩm thực, nghỉ ngơi",0,3.169499017934932
40,44,Highlands Coffee Kim Mã,"Đồ uống, thư giãn",0,3.160322766897444
56,61,Joma Bakery Café • Liễu Giai,"Đồ uống, thư giãn",0,3.143916351770038
122,136,Vincom Mega Mall Times City,Trung tâm thương mại,0,3.1058452203589013
87,96,La Mensa,"Đồ uống, thư giãn",0,3.0278857505193812
114,128,Vườn Hoa Pasteur,"Công viên, đi dạo, ngắm cảnh",0,2.9393001304264885
9,11,TỔ CHIM XANH - BLUEBIRDS' NEST,"Đồ uống, thư giãn",0,2.9386106227993736
83,91,Ga Cát Linh,"Tàu điện, chụp ảnh",0,2.8998757597471894
132,147,THE WISELANDS Coffee,"Đồ uống, thư giãn",0,2.8937088550822523
20,23,Hoàng Thành Thăng Long,"Văn hóa, lịch sử, nghệ thuật",0,2.837201449641455
88,98,Cộng Cà phê Đường Láng,"Đồ uống, thư giãn",0,2.827007047154588
110,124,Ưu Đàm Chay,Ẩm thực chay,0,2.8231148732594775
46,50,Phê La Núi Trúc,"Đồ uống, thư giãn",0,2.772078420859991
146,162,Trung Nguyên Legend Café,"Đồ uống, thư giãn",0,2.7081926394094182
117,131,Bánh Cuốn Bà Hoành,"Ẩm thực, nghỉ ngơi",0,2.6917346723098845
55,60,Pizza 4P's Phan Ké Bính,"Ẩm thực, nghỉ ngơi",0,2.6595726857030897
