,att_id,att_name,att_cat,att_price,score
12,15,All Day Coffee 55 Hàng Bún,"Đồ uống, thư giãn",0,5.0
76,97,Highlands coffee Yên Lãng,"Đồ uống, thư giãn",0,4.9561210436619945
107,131,Bánh Cuốn Bà Hoành,"Ẩm thực, nghỉ ngơi",0,4.886843859461564
101,125,MONO Coffee Lab,"Đồ uống, thư giãn",0,4.541094662834794
35,42,Bò King Beefsteak,"Ẩm thực, nghỉ ngơi",0,4.47083487928964
85,107,Công viên Văn hóa Đống Đa,"Công viên, văn hóa, lịch sử",0,4.230813372155183
98,122,The Sipping Bar - Waterfront,"Đồ uống, thư giãn",0,4.059172918618771
124,149,Nhà hàng chay Sadhu,Ẩm thực chay,0,4.0293018985391456
19,24,Điện Kính Thiên,"Văn hóa, lịch sử, nghệ thuật",0,3.991931680260606
33,40,Công viên Thủ Lệ,"Công viên, giải trí, đi dạo, ngắm cảnh",0,3.9707782815673767
147,173,Bảo tàng Lịch sử Quốc gia,"Văn hóa, lịch sử, nghệ thuật",0,3.878555437468947
91,113,Bánh Xèo Tôn Đức Thắng,"Ẩm thực, nghỉ ngơi",0,3.823922913902294
75,96,La Mensa,"Đồ uống, thư giãn",0,3.811974505870438
115,139,Cháo Sườn Sụn Huyền Anh Đồng Xuân,"Ẩm thực, nghỉ ngơi",0,3.765674424747047
14,17,Nhà sàn Bác Hồ,"Văn hóa, lịch sử, nghệ thuật",0,3.741997710936573
21,26,Cộng Cà Phê đường Điện Biên Phủ,"Đồ uống, thư giãn",0,3.731086927812754
25,31,Bảo tàng Hồ Chí Minh,"Văn hóa, lịch sử, nghệ thuật",0,3.65515951124722
109,133,Starbucks Ba Trieu,"Đồ uống, thư giãn",0,3.646646270524542
4,7,Cửa Bắc thành Hà Nội,"Văn hóa, lịch sử, nghệ thuật",0,3.64333687593151
96,120,Vincom Center Phạm Ngọc Thạch,Trung tâm thương mại,0,3.631474936641993
30,37,Miến Lươn Huyền Trang,"Ẩm thực, nghỉ ngơi",0,3.6219083494217585
50,63,Twitter Beans Coffee Hoàng Đạo Thúy,"Đồ uống, thư giãn",0,3.5926583321280106
79,100,Chè Thanh Vĩnh Hồ,"Ẩm thực, nghỉ ngơi",0,3.5720473282730723
64,81,Chùa Hà,"Văn hóa tôn giáo, tâm linh",0,3.565326348755164
