,att_id,att_name,att_cat,att_price,score
154,162,Trung Nguyên Legend Café,"Đồ uống, thư giãn",362631,5.0
157,165,Bảo Tàng Phụ Nữ Việt Nam,"Văn hóa, lịch sử, nghệ thuật",746222,4.941328804430796
7,8,Nhà Thờ Cửa Bắc,"Văn hóa tôn giáo, tâm linh",171378,4.613417164559976
117,122,The Sipping Bar - Waterfront,"Đồ uống, thư giãn",340036,4.510644423473707
150,158,Bảo tàng Công An Hà Nội,"Văn hóa, lịch sử, nghệ thuật",240894,4.3380987624521765
82,85,TreeLand Coffee,"Đồ uống, thư giãn",924501,4.252941920605579
97,102,The Coffee House,"Đồ uống, thư giãn",637085,4.174408307899455
173,184,Đền Gióng Sóc Sơn,"Văn hóa tôn giáo, tâm linh",19621,3.8309019078680535
179,190,Trung tâm Nghệ thuật đương đại Vincom,"Triển lãm, nghệ thuật",470908,3.8173064759331794
26,28,Quảng trường Ba Đình,"Văn hóa, lịch sử, nghệ thuật",702329,3.765563861451639
0,1,Hồ Trúc Bạch,"Đi dạo, ngắm cảnh",31776,3.7235925092805218
35,38,Quán Xôi Xéo Oanh Oanh,"Ẩm thực, nghỉ ngơi",825182,3.685452597018312
168,178,Tượng Đài Vua Lý Thái Tổ,"Đi dạo, ngắm cảnh",961433,3.6831842682676807
177,188,Bún Bò Huế Ngự Uyển,"Ẩm thực, nghỉ ngơi",36131,3.6272176185165392
27,29,Lăng Chủ tịch Hồ Chí Minh,"Văn hóa, lịch sử, nghệ thuật",692180,3.538621932121714
121,126,Highlands Coffee Trần Nhân Tông,"Đồ uống, thư giãn",327175,3.520060895902617
106,111,Vua Chả Cá Giảng Võ,"Ẩm thực, nghỉ ngơi",566429,3.5194574622926638
103,108,Gieo CafeGieo Cafe,"Đồ uống, thư giãn",27184,3.5022923206893353
15,17,Nhà sàn Bác Hồ,"Văn hóa, lịch sử, nghệ thuật",954293,3.4723314784414328
113,118,Bánh Mỳ Ô Long,"Ẩm thực, nghỉ ngơi",197167,3.4310653438626417
5,6,Đền Quán Thánh,"Văn hóa, lịch sử, nghệ thuật",339314,3.4271539308247014
165,175,Nhà Thờ Lớn Hà Nội,"Văn hóa tôn giáo, tâm linh",186181,3.4192075099130363
122,127,Phở Thìn 13 Lò Đúc,"Ẩm thực, nghỉ ngơi",929502,3.3683664107041835
56,59,Bảo tàng Chiến thắng B-52,"Văn hóa, lịch sử, nghệ thuật",670558,3.3434729567229056
101,106,Skyline Coffee,"Đồ uống, thư giãn",427620,3.3205861012517914
166,176,Quảng Trường Đông Kinh Nghĩa Thục,"Đi dạo, ngắm cảnh",463683,3.3004256024521226
132,138,Phê La Hàng Cót,"Đồ uống, thư giãn",54152,3.2908360972531483
54,57,Quán Cháo Sườn sụn Đội Cấn,"Ẩm thực, nghỉ ngơi",291595,3.2746379034826134
119,124,Ưu Đàm Chay,Ẩm thực chay,646243,3.269984921430037
160,168,Kem Tràng Tiền Hồ Gươm,"Ẩm thực, nghỉ ngơi",368928,3.2557642450318554
1,2,Hanoi Studio Gallery,"Văn hóa, lịch sử, nghệ thuật",1951,3.2458548473167497
