,att_id,att_name,att_cat,att_price,score
149,162,Trung Nguyên Legend Café,"Đồ uống, thư giãn",362631,5.0
6,8,Nhà Thờ Cửa Bắc,"Văn hóa tôn giáo, tâm linh",171378,4.618420898717375
114,122,The Sipping Bar - Waterfront,"Đồ uống, thư giãn",340036,4.574964761342173
146,158,Bảo tàng Công An Hà Nội,"Văn hóa, lịch sử, nghệ thuật",240894,4.416193406130645
79,85,TreeLand Coffee,"Đồ uống, thư giãn",924501,4.273250203243705
134,145,Xôi Yến,"Ẩm thực, nghỉ ngơi",504776,4.193027424741345
96,102,The Coffee House,"Đồ uống, thư giãn",637085,4.166978599460748
176,190,Trung tâm Nghệ thuật đương đại Vincom,"Triển lãm, nghệ thuật",470908,3.8332275686203445
170,184,Đền Gióng Sóc Sơn,"Văn hóa tôn giáo, tâm linh",19621,3.831085467636001
26,28,Quảng trường Ba Đình,"Văn hóa, lịch sử, nghệ thuật",702329,3.7674584885686357
34,38,Quán Xôi Xéo Oanh Oanh,"Ẩm thực, nghỉ ngơi",825182,3.66996730554402
164,178,Tượng Đài Vua Lý Thái Tổ,"Đi dạo, ngắm cảnh",961433,3.659519993917314
27,29,Lăng Chủ tịch Hồ Chí Minh,"Văn hóa, lịch sử, nghệ thuật",692180,3.5792167952414644
104,111,Vua Chả Cá Giảng Võ,"Ẩm thực, nghỉ ngơi",566429,3.5571743567848273
118,126,Highlands Coffee Trần Nhân Tông,"Đồ uống, thư giãn",327175,3.5437368768898807
174,188,Bún Bò Huế Ngự Uyển,"Ẩm thực, nghỉ ngơi",36131,3.5364478848032235
4,6,Đền Quán Thánh,"Văn hóa, lịch sử, nghệ thuật",339314,3.505968639056718
101,108,Gieo CafeGieo Cafe,"Đồ uống, thư giãn",27184,3.4722214098972444
161,175,Nhà Thờ Lớn Hà Nội,"Văn hóa tôn giáo, tâm linh",186181,3.4700793089129007
111,118,Bánh Mỳ Ô Long,"Ẩm thực, nghỉ ngơi",197167,3.457489896301837
15,17,Nhà sàn Bác Hồ,"Văn hóa, lịch sử, nghệ thuật",954293,3.4574167870532335
53,59,Bảo tàng Chiến thắng B-52,"Văn hóa, lịch sử, nghệ thuật",670558,3.3785538405750515
129,138,Phê La Hàng Cót,"Đồ uống, thư giãn",54152,3.322756862034069
162,176,Quảng Trường Đông Kinh Nghĩa Thục,"Đi dạo, ngắm cảnh",463683,3.3164767775782735
18,20,Vườn hoa Lênin,"Đi dạo, ngắm cảnh",661955,3.314963416131988
116,124,Ưu Đàm Chay,Ẩm thực chay,646243,3.3082958526585458
119,127,Phở Thìn 13 Lò Đúc,"Ẩm thực, nghỉ ngơi",929502,3.2885709773829177
107,114,Cháo Hồng Lương Sử,"Ẩm thực, nghỉ ngơi",626667,3.2736420688162724
36,40,Công viên Thủ Lệ,"Công viên, giải trí, đi dạo, ngắm cảnh",568177,3.2642255975950007
25,27,An Nhien Cafe Khuc Hao,"Đồ uống, thư giãn",41917,3.254962655795808
154,168,Kem Tràng Tiền Hồ Gươm,"Ẩm thực, nghỉ ngơi",368928,3.2541292103616257
0,2,Hanoi Studio Gallery,"Văn hóa, lịch sử, nghệ thuật",1951,3.251351058914352
61,67,Twitter Beans Coffee Vũ Phạm Hàm,"Đồ uống, thư giãn",634854,3.240779461565012
76,82,Bảo tàng Dân tộc học Việt Nam,"Văn hóa, lịch sử, nghệ thuật",354982,3.2292866876831425
40,45,AHA Cafe,"Đồ uống, thư giãn",898826,3.207748703041929
52,57,Quán Cháo Sườn sụn Đội Cấn,"Ẩm thực, nghỉ ngơi",291595,3.201527105985022
102,109,Công Viên 1/6,"Công viên, đi dạo, ngắm cảnh",17924,3.171691221626304
28,30,Chùa Một Cột,"Văn hóa tôn giáo, tâm linh",116520,3.1286810506676375
133,143,Phở đường tàu ( Various Beef Noodles),"Ẩm thực, nghỉ ngơi",549520,3.108634494698123
63,69,Highlands Coffee Vũ Phạm Hàm,"Đồ uống, thư giãn",758676,3.1055346625569484
8,10,Manzi Art Space and Cafe,"Đồ uống, thư giãn",197745,3.0830901232329495
98,104,Xưởng Cafe Hoàng Cầu,"Đồ uống, thư giãn",456860,3.0680588617182423
97,103,Cộng Cà Phê Thái Hà,"Đồ uống, thư giãn",765550,3.0637819706744125
41,46,Paris Gateaux Cafe,"Đồ uống, thư giãn",931441,3.0375138176479908
94,100,Chè Thanh Vĩnh Hồ,"Ẩm thực, nghỉ ngơi",130857,3.0254215479274933
20,22,Cột cờ Hà Nội,"Văn hóa, lịch sử, nghệ thuật",991362,3.016363312024424
71,77,Bún Riêu Bề Bề Tiến Huân,"Ẩm thực, nghỉ ngơi",372286,2.9520491060201124
92,98,Cộng Cà phê Đường Láng,"Đồ uống, thư giãn",676269,2.913557086625687
122,130,Vincom Center Bà Triệu,Trung tâm thương mại,436358,2.9009530521649083
45,50,Phê La Núi Trúc,"Đồ uống, thư giãn",859799,2.855084309585507
109,116,Bánh Đúc Nóng Trung Tự,"Ẩm thực, nghỉ ngơi",923260,2.8498862420091626
138,149,Nhà hàng chay Sadhu,Ẩm thực chay,82722,2.823676576381615
93,99,Laika Cafe Đường Láng,"Đồ uống, thư giãn",410539,2.8010127093117774
50,55,Quán Lươn Nghệ An Bà Liêm,"Ẩm thực, nghỉ ngơi",987828,2.782676909759786
47,52,Lẩu Ếch Hà My,"Ẩm thực, nghỉ ngơi",851755,2.778677833860698
13,15,All Day Coffee 55 Hàng Bún,"Đồ uống, thư giãn",642997,2.767192370903686
42,47,Highlands Coffee VTV,"Đồ uống, thư giãn",400304,2.7647870766243443
95,101,Quán Bánh mì 35,"Ẩm thực, nghỉ ngơi",365785,2.750092117653253
132,141,Dream Beans Coffee Roastery,"Đồ uống, thư giãn",435582,2.733803377062415
106,113,Bánh Xèo Tôn Đức Thắng,"Ẩm thực, nghỉ ngơi",9676,2.6964518619463433
139,150,Highlands Coffee Lê Duẩn,"Đồ uống, thư giãn",878897,2.677735894301577
87,93,Nhà Hàng Vịt Vân Đình Minh Phương,"Ẩm thực, nghỉ ngơi",82089,2.6666452212870695
73,79,Cốm Làng Vòng Bà Hoản,"Ẩm thực, nghỉ ngơi",689225,2.6458237072822612
156,170,Green Palm Gallery,"Triển lãm, nghệ thuật",366307,2.632210765190635
158,172,Nhà hát Lớn Hà Nội,"Văn hóa, lịch sử, nghệ thuật",855820,2.604831351585304
30,33,Chè Thái Đội Cấn,"Ẩm thực, nghỉ ngơi",152360,2.6019362253402534
148,161,Bún riêu Huyền Thu,"Ẩm thực, nghỉ ngơi",313476,2.5993189142399302
178,192,Vinhomes Royal City,Trung tâm thương mại,326249,2.586458997409011
112,119,Vincom Center Phạm Ngọc Thạch,Trung tâm thương mại,636954,2.533593699737395
75,81,Chùa Hà,"Văn hóa tôn giáo, tâm linh",61296,2.5167493288571023
31,35,Đình Làng Thành Công,"Văn hóa, lịch sử, nghệ thuật",101859,2.4846251250168194
67,73,Công viên Cầu Giấy,"Công viên, đi dạo, ngắm cảnh",626318,2.4716409224632514
57,63,Twitter Beans Coffee Hoàng Đạo Thúy,"Đồ uống, thư giãn",844696,2.4643153757522924
