,att_id,att_name,att_cat,att_price,score
149,165,Bảo Tàng Phụ Nữ Việt Nam,"Văn hóa, lịch sử, nghệ thuật",746222,5.0
147,162,Trung Nguyên Legend Café,"Đồ uống, thư giãn",362631,4.982203279399002
6,8,Nhà Thờ Cửa Bắc,"Văn hóa tôn giáo, tâm linh",171378,4.667565165573194
111,122,The Sipping Bar - Waterfront,"Đồ uống, thư giãn",340036,4.570894784850751
144,158,Bảo tàng Công An Hà Nội,"Văn hóa, lịch sử, nghệ thuật",240894,4.436222439241519
76,85,TreeLand Coffee,"Đồ uống, thư giãn",924501,4.308739060983228
131,145,Xôi Yến,"Ẩm thực, nghỉ ngơi",504776,4.239375043009346
92,102,The Coffee House,"Đồ uống, thư giãn",637085,4.190311438950147
165,184,Đền Gióng Sóc Sơn,"Văn hóa tôn giáo, tâm linh",19621,3.84165384316924
171,190,Trung tâm Nghệ thuật đương đại Vincom,"Triển lãm, nghệ thuật",470908,3.8337767261940456
25,28,Quảng trường Ba Đình,"Văn hóa, lịch sử, nghệ thuật",702329,3.7646469719220335
33,38,Quán Xôi Xéo Oanh Oanh,"Ẩm thực, nghỉ ngơi",825182,3.7070913086702433
159,178,Tượng Đài Vua Lý Thái Tổ,"Đi dạo, ngắm cảnh",961433,3.6788478911142306
101,111,Vua Chả Cá Giảng Võ,"Ẩm thực, nghỉ ngơi",566429,3.6301063996450864
169,188,Bún Bò Huế Ngự Uyển,"Ẩm thực, nghỉ ngơi",36131,3.588832063672868
26,29,Lăng Chủ tịch Hồ Chí Minh,"Văn hóa, lịch sử, nghệ thuật",692180,3.581547926693034
4,6,Đền Quán Thánh,"Văn hóa, lịch sử, nghệ thuật",339314,3.523289472335648
107,118,Bánh Mỳ Ô Long,"Ẩm thực, nghỉ ngơi",197167,3.514072659815426
115,126,Highlands Coffee Trần Nhân Tông,"Đồ uống, thư giãn",327175,3.5046069421119768
15,17,Nhà sàn Bác Hồ,"Văn hóa, lịch sử, nghệ thuật",954293,3.501239401397669
98,108,Gieo CafeGieo Cafe,"Đồ uống, thư giãn",27184,3.4938893777516853
156,175,Nhà Thờ Lớn Hà Nội,"Văn hóa tôn giáo, tâm linh",186181,3.4898483288945243
125,138,Phê La Hàng Cót,"Đồ uống, thư giãn",54152,3.3714865935275924
116,127,Phở Thìn 13 Lò Đúc,"Ẩm thực, nghỉ ngơi",929502,3.3455418885461086
96,106,Skyline Coffee,"Đồ uống, thư giãn",427620,3.3443632492961086
52,59,Bảo tàng Chiến thắng B-52,"Văn hóa, lịch sử, nghệ thuật",670558,3.343799552263505
18,20,Vườn hoa Lênin,"Đi dạo, ngắm cảnh",661955,3.3343924004855126
113,124,Ưu Đàm Chay,Ẩm thực chay,646243,3.3074886784745274
151,168,Kem Tràng Tiền Hồ Gươm,"Ẩm thực, nghỉ ngơi",368928,3.2886304504744572
157,176,Quảng Trường Đông Kinh Nghĩa Thục,"Đi dạo, ngắm cảnh",463683,3.2712144083889854
0,2,Hanoi Studio Gallery,"Văn hóa, lịch sử, nghệ thuật",1951,3.2710533520939435
35,40,Công viên Thủ Lệ,"Công viên, giải trí, đi dạo, ngắm cảnh",568177,3.269171921738348
24,27,An Nhien Cafe Khuc Hao,"Đồ uống, thư giãn",41917,3.2680372069324477
73,82,Bảo tàng Dân tộc học Việt Nam,"Văn hóa, lịch sử, nghệ thuật",354982,3.265108910659137
104,114,Cháo Hồng Lương Sử,"Ẩm thực, nghỉ ngơi",626667,3.223366047283193
40,45,AHA Cafe,"Đồ uống, thư giãn",898826,3.211960333298677
99,109,Công Viên 1/6,"Công viên, đi dạo, ngắm cảnh",17924,3.204266234840574
59,67,Twitter Beans Coffee Vũ Phạm Hàm,"Đồ uống, thư giãn",634854,3.1999543185781363
50,57,Quán Cháo Sườn sụn Đội Cấn,"Ẩm thực, nghỉ ngơi",291595,3.1841561601836617
60,69,Highlands Coffee Vũ Phạm Hàm,"Đồ uống, thư giãn",758676,3.1800199416976227
27,30,Chùa Một Cột,"Văn hóa tôn giáo, tâm linh",116520,3.130919733935002
94,104,Xưởng Cafe Hoàng Cầu,"Đồ uống, thư giãn",456860,3.1242578599132287
8,10,Manzi Art Space and Cafe,"Đồ uống, thư giãn",197745,3.1236502384365252
129,143,Phở đường tàu ( Various Beef Noodles),"Ẩm thực, nghỉ ngơi",549520,3.11310105111194
93,103,Cộng Cà Phê Thái Hà,"Đồ uống, thư giãn",765550,3.1108901874255963
90,100,Chè Thanh Vĩnh Hồ,"Ẩm thực, nghỉ ngơi",130857,3.045515973124097
20,22,Cột cờ Hà Nội,"Văn hóa, lịch sử, nghệ thuật",991362,3.002506621609953
119,130,Vincom Center Bà Triệu,Trung tâm thương mại,436358,2.9199506289248376
68,77,Bún Riêu Bề Bề Tiến Huân,"Ẩm thực, nghỉ ngơi",372286,2.9176885200537015
88,98,Cộng Cà phê Đường Láng,"Đồ uống, thư giãn",676269,2.898486217241512
44,50,Phê La Núi Trúc,"Đồ uống, thư giãn",859799,2.8793205181327437
106,116,Bánh Đúc Nóng Trung Tự,"Ẩm thực, nghỉ ngơi",923260,2.8575632768220913
89,99,Laika Cafe Đường Láng,"Đồ uống, thư giãn",410539,2.8290343503794304
135,149,Nhà hàng chay Sadhu,Ẩm thực chay,82722,2.8281778237194857
91,101,Quán Bánh mì 35,"Ẩm thực, nghỉ ngơi",365785,2.7962740358218525
45,52,Lẩu Ếch Hà My,"Ẩm thực, nghỉ ngơi",851755,2.7918083840050656
41,47,Highlands Coffee VTV,"Đồ uống, thư giãn",400304,2.788243183292309
48,55,Quán Lươn Nghệ An Bà Liêm,"Ẩm thực, nghỉ ngơi",987828,2.7870572233016304
128,141,Dream Beans Coffee Roastery,"Đồ uống, thư giãn",435582,2.784992774428943
13,15,All Day Coffee 55 Hàng Bún,"Đồ uống, thư giãn",642997,2.7471225828744394
103,113,Bánh Xèo Tôn Đức Thắng,"Ẩm thực, nghỉ ngơi",9676,2.7220783289970143
136,150,Highlands Coffee Lê Duẩn,"Đồ uống, thư giãn",878897,2.698505543996916
30,33,Chè Thái Đội Cấn,"Ẩm thực, nghỉ ngơi",152360,2.69551136105747
70,79,Cốm Làng Vòng Bà Hoản,"Ẩm thực, nghỉ ngơi",689225,2.6902843522096163
83,93,Nhà Hàng Vịt Vân Đình Minh Phương,"Ẩm thực, nghỉ ngơi",82089,2.6776926782344077
139,153,Tam An Lac,Ẩm thực chay,594200,2.672604763459546
152,170,Green Palm Gallery,"Triển lãm, nghệ thuật",366307,2.6687686953415124
