,att_id,att_name,att_cat,att_price,score
146,165,Bảo Tàng Phụ Nữ Việt Nam,"Văn hóa, lịch sử, nghệ thuật",746222,5.0
7,8,Nhà Thờ Cửa Bắc,"Văn hóa tôn giáo, tâm linh",171378,4.777799354573801
110,122,The Sipping Bar - Waterfront,"Đồ uống, thư giãn",340036,4.642910614251861
141,158,Bảo tàng Công An Hà Nội,"Văn hóa, lịch sử, nghệ thuật",240894,4.51240229293812
77,85,TreeLand Coffee,"Đồ uống, thư giãn",924501,4.318863373915832
93,102,The Coffee House,"Đồ uống, thư giãn",637085,4.286962657483841
130,145,Xôi Yến,"Ẩm thực, nghỉ ngơi",504776,4.274073404260051
163,184,Đền Gióng Sóc Sơn,"Văn hóa tôn giáo, tâm linh",19621,3.9477655415932276
169,190,Trung tâm Nghệ thuật đương đại Vincom,"Triển lãm, nghệ thuật",470908,3.900989189036949
0,1,Hồ Trúc Bạch,"Đi dạo, ngắm cảnh",31776,3.7600227099895847
26,28,Quảng trường Ba Đình,"Văn hóa, lịch sử, nghệ thuật",702329,3.746888864841466
36,38,Quán Xôi Xéo Oanh Oanh,"Ẩm thực, nghỉ ngơi",825182,3.7392991033111826
158,178,Tượng Đài Vua Lý Thái Tổ,"Đi dạo, ngắm cảnh",961433,3.703366326066231
106,118,Bánh Mỳ Ô Long,"Ẩm thực, nghỉ ngơi",197167,3.5966056570406124
167,188,Bún Bò Huế Ngự Uyển,"Ẩm thực, nghỉ ngơi",36131,3.5782390270874487
114,126,Highlands Coffee Trần Nhân Tông,"Đồ uống, thư giãn",327175,3.5601244009350808
15,17,Nhà sàn Bác Hồ,"Văn hóa, lịch sử, nghệ thuật",954293,3.5596278052099564
5,6,Đền Quán Thánh,"Văn hóa, lịch sử, nghệ thuật",339314,3.5316998545789886
27,29,Lăng Chủ tịch Hồ Chí Minh,"Văn hóa, lịch sử, nghệ thuật",692180,3.526726485451235
155,175,Nhà Thờ Lớn Hà Nội,"Văn hóa tôn giáo, tâm linh",186181,3.493009859278118
100,111,Vua Chả Cá Giảng Võ,"Ẩm thực, nghỉ ngơi",566429,3.481402860687851
18,20,Vườn hoa Lênin,"Đi dạo, ngắm cảnh",661955,3.4176236634533694
54,59,Bảo tàng Chiến thắng B-52,"Văn hóa, lịch sử, nghệ thuật",670558,3.391059498097377
