,att_id,att_name,att_cat,att_price,score
153,162,Trung Nguyên Legend Café,"Đồ uống, thư giãn",362631,5.0
156,165,Bảo Tàng Phụ Nữ Việt Nam,"Văn hóa, lịch sử, nghệ thuật",746222,4.9683288116413
114,122,The Sipping Bar - Waterfront,"Đồ uống, thư giãn",340036,4.53915011533941
149,158,Bảo tàng Công An Hà Nội,"Văn hóa, lịch sử, nghệ thuật",240894,4.402919030278412
79,85,TreeLand Coffee,"Đồ uống, thư giãn",924501,4.228887083436092
136,145,Xôi Yến,"Ẩm thực, nghỉ ngơi",504776,4.1729583472369285
95,102,The Coffee House,"Đồ uống, thư giãn",637085,4.160452362644534
173,184,Đền Gióng Sóc Sơn,"Văn hóa tôn giáo, tâm linh",19621,3.814840338328949
179,190,Trung tâm Nghệ thuật đương đại Vincom,"Triển lãm, nghệ thuật",470908,3.794695837625312
24,28,Quảng trường Ba Đình,"Văn hóa, lịch sử, nghệ thuật",702329,3.7540876579569726
32,38,Quán Xôi Xéo Oanh Oanh,"Ẩm thực, nghỉ ngơi",825182,3.7039476547651873
169,178,Tượng Đài Vua Lý Thái Tổ,"Đi dạo, ngắm cảnh",961433,3.672029828659305
0,1,Hồ Trúc Bạch,"Đi dạo, ngắm cảnh",31776,3.662875215808029
177,188,Bún Bò Huế Ngự Uyển,"Ẩm thực, nghỉ ngơi",36131,3.557749503097483
118,126,Highlands Coffee Trần Nhân Tông,"Đồ uống, thư giãn",327175,3.555391936396475
104,111,Vua Chả Cá Giảng Võ,"Ẩm thực, nghỉ ngơi",566429,3.5258679472485426
25,29,Lăng Chủ tịch Hồ Chí Minh,"Văn hóa, lịch sử, nghệ thuật",692180,3.515538178072447
101,108,Gieo CafeGieo Cafe,"Đồ uống, thư giãn",27184,3.5026114584995724
166,175,Nhà Thờ Lớn Hà Nội,"Văn hóa tôn giáo, tâm linh",186181,3.4385799469003473
14,17,Nhà sàn Bác Hồ,"Văn hóa, lịch sử, nghệ thuật",954293,3.4150405501472534
110,118,Bánh Mỳ Ô Long,"Ẩm thực, nghỉ ngơi",197167,3.404217505476808
4,6,Đền Quán Thánh,"Văn hóa, lịch sử, nghệ thuật",339314,3.3914358669316726
129,138,Phê La Hàng Cót,"Đồ uống, thư giãn",54152,3.3653430440901246
53,59,Bảo tàng Chiến thắng B-52,"Văn hóa, lịch sử, nghệ thuật",670558,3.347628650601365
119,127,Phở Thìn 13 Lò Đúc,"Ẩm thực, nghỉ ngơi",929502,3.3245027347773686
99,106,Skyline Coffee,"Đồ uống, thư giãn",427620,3.2835100903854766
116,124,Ưu Đàm Chay,Ẩm thực chay,646243,3.283379517460503
167,176,Quảng Trường Đông Kinh Nghĩa Thục,"Đi dạo, ngắm cảnh",463683,3.279781507972203
34,40,Công viên Thủ Lệ,"Công viên, giải trí, đi dạo, ngắm cảnh",568177,3.2676744962061264
159,168,Kem Tràng Tiền Hồ Gươm,"Ẩm thực, nghỉ ngơi",368928,3.2632205086540864
76,82,Bảo tàng Dân tộc học Việt Nam,"Văn hóa, lịch sử, nghệ thuật",354982,3.2533912690237514
1,2,Hanoi Studio Gallery,"Văn hóa, lịch sử, nghệ thuật",1951,3.251962220900367
51,57,Quán Cháo Sườn sụn Đội Cấn,"Ẩm thực, nghỉ ngơi",291595,3.2403775008342137
23,27,An Nhien Cafe Khuc Hao,"Đồ uống, thư giãn",41917,3.210664906350189
